Level/Niveau,Hierarchical structure,Structure hiérarchique,Code,Parent ,Class title,Titres de classes,Class definition,Définitions de la classe
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114411,11411441,Fresh peaches,Pêches fraîches,Fresh peaches.,Pêches fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411442,1141144,Fresh nectarines,Nectarines fraîches,Fresh nectarines.,Nectarines fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114421,11411442,Fresh nectarines,Nectarines fraîches,Fresh nectarines.,Nectarines fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411443,1141144,Fresh apricots,Abricots frais,Fresh apricots.,Abricots frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114431,11411443,Fresh apricots,Abricots frais,Fresh apricots.,Abricots frais.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141145,114114,Fresh cherries,Cerises fraîches,Fresh cherries.,Cerises fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411451,1141145,Fresh sweet cherries,Cerises douces fraîches,Fresh sweet cherries.,Cerises douces fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114511,11411451,Fresh sweet cherries,Cerises douces fraîches,Fresh sweet cherries.,Cerises douces fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411452,1141145,Fresh sour cherries,Cerises aigres fraîches,Fresh sour cherries.,Cerises aigres fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114521,11411452,Fresh sour cherries,Cerises aigres fraîches,Fresh sour cherries.,Cerises aigres fraîches.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141146,114114,Other fresh pome and stone fruit,Autres fruits à pépins et à noyau frais,Other fresh pome and stone fruit.,Autres fruits à pépins et à noyau frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411461,1141146,Other fresh pome and stone fruit,Autres fruits à pépins et à noyau frais,Other fresh pome and stone fruit.,Autres fruits à pépins et à noyau frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114611,11411461,Other fresh pome and stone fruit,Autres fruits à pépins et à noyau frais,Other fresh pome and stone fruit.,Autres fruits à pépins et à noyau frais.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141147,114114,Fresh grapes,Raisins frais,Fresh grapes.,Raisins frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411471,1141147,Fresh Labrusca grapes,Raisins Labrusca frais,Fresh Labrusca grapes.,Raisins Labrusca frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114711,11411471,Fresh Labrusca grapes,Raisins Labrusca frais,Fresh Labrusca grapes.,Raisins Labrusca frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411472,1141147,"Fresh vinifera, fresh French hybrid grapes","Raisins vinifera frais, raisins hybrides français frais","Fresh vinifera, fresh French hybrid grapes.","Raisins vinifera frais, raisins hybrides français frais."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114721,11411472,"Fresh vinifera, fresh French hybrid grapes","Raisins vinifera frais, raisins hybrides français frais","Fresh vinifera, fresh French hybrid grapes.","Raisins vinifera frais, raisins hybrides français frais."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411473,1141147,Other fresh grapes,Autres raisins frais,Other fresh grapes.,Autres raisins frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114731,11411473,Other fresh grapes,Autres raisins frais,Other fresh grapes.,Autres raisins frais.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141148,114114,"Other fresh fruit, n.e.c.","Autres fruits frais, n.c.a.","Other fresh fruit, n.e.c.","Autres fruits frais, n.c.a."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411481,1141148,"Other fresh fruit, n.e.c.","Autres fruits frais, n.c.a.","Other fresh fruit, n.e.c.","Autres fruits frais, n.c.a."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114114811,11411481,"Other fresh fruit, n.e.c.","Autres fruits frais, n.c.a.","Other fresh fruit, n.e.c.","Autres fruits frais, n.c.a."
2,Class (five-digit standard codes or six-character alphanumeric variant codes),Classe (codes types à cinq chiffres ou codes de variante à six caractères alphanumériques),11411B,114,Nuts,Noix,This class comprises nuts.,Cette classe comprend les noix.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),114115,11411B,Nuts,Noix,This subclass comprises nuts.,Cette sous-classe comprend les noix.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141151,114115,Peanuts,Arachides,Peanuts shelled or in shell.,Arachides décortiquées ou en coque.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411511,1141151,Peanuts in shell,Arachides en coque,Peanuts in shell.,Arachides en coque.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114115111,11411511,Peanuts in shell,Arachides en coque,Peanuts in shell.,Arachides en coque.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411512,1141151,Shelled peanuts,Arachides décortiquées,Shelled peanuts.,Arachides décortiquées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114115121,11411512,Shelled peanuts,Arachides décortiquées,Shelled peanuts.,Arachides décortiquées.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141152,114115,Hazelnuts,Noisettes,Hazelnuts shelled or in shell.,Noisettes décortiquées ou en coque.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411521,1141152,Hazelnuts in shell,Noisettes en coque,Hazelnuts in shell.,Noisettes en coque.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114115211,11411521,Hazelnuts in shell,Noisettes en coque,Hazelnuts in shell.,Noisettes en coque.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411522,1141152,Shelled hazelnuts,Noisettes décortiquées,Shelled hazelnuts.,Noisettes décortiquées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114115221,11411522,Shelled hazelnuts,Noisettes décortiquées,Shelled hazelnuts.,Noisettes décortiquées.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1141153,114115,Other nuts,Autres noix,"Nuts shelled or in shell, other than peanuts and hazelnuts.","Noix décortiquées ou en coque, autres que les arachides et les noisettes."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411531,1141153,Other nuts in shell,Autres noix en coque,Other nuts in shell.,Autres noix en coque.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114115311,11411531,Other nuts in shell,Autres noix en coque,Other nuts in shell.,Autres noix en coque.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11411532,1141153,Other shelled nuts,Autres noix décortiquées,Other shelled nuts.,Autres noix décortiquées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114115321,11411532,Other shelled nuts,Autres noix décortiquées,Other shelled nuts.,Autres noix décortiquées.
2,Class (five-digit standard codes or six-character alphanumeric variant codes),Classe (codes types à cinq chiffres ou codes de variante à six caractères alphanumériques),11421,114,Fresh potatoes,Pommes de terre fraîches,This class comprises fresh potatoes.,Cette classe comprend les pommes de terre fraîches.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),114211,11421,Fresh potatoes,Pommes de terre fraîches,This subclass comprises fresh potatoes.,Cette sous-classe comprend les pommes de terre fraîches.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142111,114211,Fresh potatoes for table consumption,Pommes de terre fraîches aux fins de consommation,Fresh potatoes for table consumption.,Pommes de terre fraîches aux fins de consommation.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11421111,1142111,Fresh potatoes for table consumption,Pommes de terre fraîches aux fins de consommation,Fresh potatoes for table consumption.,Pommes de terre fraîches aux fins de consommation.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114211111,11421111,Fresh potatoes for table consumption,Pommes de terre fraîches aux fins de consommation,Fresh potatoes for table consumption.,Pommes de terre fraîches aux fins de consommation.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142112,114211,Fresh potatoes for processing,Pommes de terre fraîches aux fins de transformation,Fresh potatoes for processing.,Pommes de terre fraîches aux fins de transformation.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11421121,1142112,Fresh potatoes for processing,Pommes de terre fraîches aux fins de transformation,Fresh potatoes for processing.,Pommes de terre fraîches aux fins de transformation.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114211211,11421121,Fresh potatoes for processing,Pommes de terre fraîches aux fins de transformation,Fresh potatoes for processing.,Pommes de terre fraîches aux fins de transformation.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142113,114211,Fresh potatoes for seed,Pommes de terre fraîches pour la semence,Fresh potatoes for seed.,Pommes de terre fraîches pour la semence.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11421131,1142113,Fresh potatoes for seed,Pommes de terre fraîches pour la semence,Fresh potatoes for seed.,Pommes de terre fraîches pour la semence.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114211311,11421131,Fresh potatoes for seed,Pommes de terre fraîches pour la semence,Fresh potatoes for seed.,Pommes de terre fraîches pour la semence.
2,Class (five-digit standard codes or six-character alphanumeric variant codes),Classe (codes types à cinq chiffres ou codes de variante à six caractères alphanumériques),11422,114,Fresh vegetables (except potatoes and pulse crops),Légumes frais (sauf les pommes de terre et les légumineuses de culture),"This class comprises fresh vegetables, except potatoes and pulse crops. Vegetables are temporary crops cultivated principally for human consumption both as field crops and garden crops, in the open and under protective cover. Certain gramineous and leguminous plants, if harvested while green for their green grains or for their green pods (for example, green peas, string beans, green maize) are treated as fresh vegetables, but if harvested for their dry grains or seeds, are classified as cereals and pulse crops.","Cette classe comprend les légumes frais, sauf les pommes de terre et les légumineuses de culture. Les légumes sont des cultures temporaires destinées principalement à la consommation humaine, tant à titre de grandes cultures que de cultures de légumes, se trouvant dans des champs et des serres. Certaines plantes graminées et légumineuses, si elles sont récoltées précocement pour leurs grains verts ou leurs gousses vertes (par exemple, pois verts, haricots d'Espagne, maïs vert) sont traitées comme des légumes frais, mais si elles sont récoltées pour leurs grains secs ou leurs semences, elles sont considérées comme des céréales et des légumineuses de culture."
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),114221,11422,Fresh vegetables (except potatoes and pulse crops),Légumes frais (sauf les pommes de terre et les légumineuses de culture),"This subclass comprises fresh vegetables, except potatoes and pulse crops. Vegetables are temporary crops cultivated principally for human consumption both as field crops and garden crops, in the open and under protective cover. Certain gramineous and leguminous plants, if harvested while green for their green grains or for their green pods (for example, green peas, string beans, green maize) are treated as fresh vegetables, but if harvested for their dry grains or seeds, are classified as cereals and pulse crops.","Cette sous-classe comprend les légumes frais, sauf les pommes de terre et les légumineuses de culture. Les légumes sont des cultures temporaires destinées principalement à la consommation humaine, tant à titre de grandes cultures que de cultures de légumes, se trouvant dans des champs et des serres. Certaines plantes graminées et légumineuses, si elles sont récoltées précocement pour leurs grains verts ou leurs gousses vertes (par exemple, pois verts, haricots d'Espagne, maïs vert) sont traitées comme des légumes frais, mais si elles sont récoltées pour leurs grains secs ou leurs semences, elles sont considérées comme des céréales et des légumineuses de culture."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142211,114221,Fresh root type vegetables,Légumes frais de type racine,Fresh root type vegetables.,Légumes frais de type racine.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422111,1142211,Fresh carrots,Carottes fraîches,Fresh carrots.,Carottes fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221111,11422111,Fresh regular size carrots,Carottes régulières fraîches,Fresh regular size carrots.,Carottes régulières fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221112,11422111,Fresh baby carrots,Carottes miniatures fraîches,Fresh baby carrots.,Carottes miniatures fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422112,1142211,Fresh rutabagas and turnips,Rutabagas et navets frais,Fresh rutabagas and turnips.,Rutabagas et navets frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221121,11422112,Fresh rutabagas,Rutabagas frais,Fresh rutabagas.,Rutabagas frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221122,11422112,Fresh turnips,Navets frais,Fresh turnips.,Navets frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422113,1142211,Fresh radishes,Radis frais,Fresh radishes.,Radis frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221131,11422113,Fresh radishes (except Asian radishes),Radis frais (sauf les radis asiatiques),"Fresh radishes, except Asian radishes.","Radis frais, sauf les radis asiatiques."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221132,11422113,Fresh Asian radishes,Radis asiatiques frais,Fresh Asian radishes.,Radis asiatiques frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422114,1142211,Fresh beets,Betteraves fraîches,Fresh beets.,Betteraves fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221141,11422114,Fresh beets,Betteraves fraîches,Fresh beets.,Betteraves fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422115,1142211,Fresh parsnips,Panais frais,Fresh parsnips.,Panais frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221151,11422115,Fresh parsnips,Panais frais,Fresh parsnips.,Panais frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422116,1142211,Fresh sweet potatoes,Patates douces fraîches,Fresh sweet potatoes.,Patates douces fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221161,11422116,Fresh sweet potatoes,Patates douces fraîches,Fresh sweet potatoes.,Patates douces fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422117,1142211,Other fresh root type vegetables,Autres légumes frais de type racine,Other fresh root type vegetables.,Autres légumes frais de type racine.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221171,11422117,Other fresh root type vegetables,Autres légumes frais de type racine,Other fresh root type vegetables.,Autres légumes frais de type racine.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142212,114221,Fresh bulb type vegetables,Légumes frais de type bulbe,Fresh bulb type vegetables.,Légumes frais de type bulbe.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422121,1142212,Fresh dry onions (except green onions),Oignons secs frais (sauf les oignons verts),"Fresh dry onions, except green onions. Fresh onions dried out completely at harvest.","Oignons secs frais, sauf les oignons verts. Les oignons frais sont asséchés complètement après la récolte."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221211,11422121,Fresh dry onions (except green onions),Oignons secs frais (sauf les oignons verts),"Fresh dry onions, except green onions. Fresh onions dried out completely at harvest.","Oignons secs frais, sauf les oignons verts. Les oignons frais sont asséchés complètement après la récolte."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422122,1142212,Fresh garlic,Ail frais,Fresh garlic.,Ail frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221221,11422122,Fresh garlic,Ail frais,Fresh garlic.,Ail frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422123,1142212,Fresh shallots and green onions,Échalotes et oignons verts frais,Fresh shallots and green onions.,Échalotes et oignons verts frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221231,11422123,Fresh shallots,Échalotes fraîches,Fresh shallots.,Échalotes fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221232,11422123,Fresh green onions,Oignons verts frais,Fresh green onions.,Oignons verts frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422124,1142212,Fresh leeks,Poireaux frais,Fresh leeks.,Poireaux frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221241,11422124,Fresh leeks,Poireaux frais,Fresh leeks.,Poireaux frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422125,1142212,Other fresh bulb type vegetables,Autres légumes frais de type bulbe,Other fresh bulb type vegetables.,Autres légumes frais de type bulbe.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221251,11422125,Other fresh bulb type vegetables,Autres légumes frais de type bulbe,Other fresh bulb type vegetables.,Autres légumes frais de type bulbe.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142213,114221,Fresh leaf and stem type vegetables,Légumes frais de type feuille et tige,Fresh leaf and stem type vegetables.,Légumes frais de type feuille et tige.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422131,1142213,Fresh lettuce,Laitue fraîche,Fresh lettuce.,Laitue fraîche.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221311,11422131,Fresh head lettuce,Laitue pommée fraîche,Fresh head lettuce.,Laitue pommée fraîche.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221312,11422131,Fresh leaf lettuce (except mixed lettuce),Laitue en feuilles fraîche (sauf la laitue mélangée),"Fresh leaf lettuce, except mixed lettuce.","Laitue en feuilles fraîche, sauf la laitue mélangée."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221313,11422131,Fresh mixed lettuce,Laitue fraîche mélangée,Fresh mixed lettuce.,Laitue fraîche mélangée.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422132,1142213,Fresh cabbage,Choux frais,Fresh cabbage.,Choux frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221321,11422132,Fresh regular cabbage,Choux réguliers frais,Fresh regular cabbage.,Choux réguliers frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221322,11422132,Fresh Chinese cabbage,Choux chinois frais,Fresh Chinese cabbage.,Choux chinois frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221323,11422132,Fresh kale,Choux frisés frais,Fresh kale.,Choux frisés frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221324,11422132,Other fresh non regular cabbage,Autres choux non réguliers frais,Other fresh non regular cabbage.,Autres choux non réguliers frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422133,1142213,Fresh celery,Céleri frais,Fresh celery.,Céleri frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221331,11422133,Fresh celery,Céleri frais,Fresh celery.,Céleri frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422134,1142213,Fresh spinach,Épinards frais,Fresh spinach.,Épinards frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221341,11422134,Fresh spinach,Épinards frais,Fresh spinach.,Épinards frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422135,1142213,Fresh asparagus,Asperges fraîches,Fresh asparagus.,Asperges fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221351,11422135,Fresh asparagus,Asperges fraîches,Fresh asparagus.,Asperges fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422136,1142213,Fresh Brussels sprouts,Choux de Bruxelles frais,Fresh Brussels sprouts.,Choux de Bruxelles frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221361,11422136,Fresh Brussels sprouts,Choux de Bruxelles frais,Fresh Brussels sprouts.,Choux de Bruxelles frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422137,1142213,Fresh rhubarb,Rhubarbe fraîche,Fresh rhubarb.,Rhubarbe fraîche.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221371,11422137,Fresh rhubarb,Rhubarbe fraîche,Fresh rhubarb.,Rhubarbe fraîche.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422138,1142213,Fresh fine herbs,Fines herbes fraîches,Fresh fine herbs.,Fines herbes fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221381,11422138,Fresh parsley,Persil frais,Fresh parsley.,Persil frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221382,11422138,Other fresh fine herbs,Autres fines herbes fraîches,Other fresh fine herbs.,Autres fines herbes fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422139,1142213,Other fresh leaf and stem type vegetables,Autres légumes frais de type feuille et tige,Other fresh leaf and stem type vegetables.,Autres légumes frais de type feuille et tige.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221391,11422139,Other fresh leaf and stem type vegetables,Autres légumes frais de type feuille et tige,Other fresh leaf and stem type vegetables.,Autres légumes frais de type feuille et tige.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142214,114221,Fresh melons,Melons frais,Fresh melons.,Melons frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422141,1142214,Fresh watermelons,Melons d'eau frais,Fresh watermelons.,Melons d'eau frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221411,11422141,Fresh watermelons,Melons d'eau frais,Fresh watermelons.,Melons d'eau frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422142,1142214,Other fresh melons,Autres melons frais,Other fresh melons.,Autres melons frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221421,11422142,Other fresh melons,Autres melons frais,Other fresh melons.,Autres melons frais.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142215,114221,Fresh fruit type vegetables (except melons),Légumes frais de type fruit (sauf les melons),"Fresh fruit type vegetables, except melons.","Légumes frais de type fruit, sauf les melons."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422151,1142215,Fresh tomatoes,Tomates fraîches,Fresh tomatoes.,Tomates fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221511,11422151,Fresh Beefsteak tomatoes,Tomates Beefsteak fraîches,Fresh Beefsteak tomatoes.,Tomates Beefsteak fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221512,11422151,Fresh tomatoes on the vine,Tomates en grappe fraîches,Fresh tomatoes on the vine.,Tomates en grappe fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221513,11422151,Fresh cherry and grape tomatoes,Tomates cerises et tomates raisins fraîches,Fresh cherry and grape tomatoes.,Tomates cerises et tomates raisins fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221514,11422151,Other fresh tomatoes,Autres tomates fraîches,Other fresh tomatoes.,Autres tomates fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422152,1142215,Fresh cucumbers,Concombres frais,Fresh cucumbers.,Concombres frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221521,11422152,Fresh English cucumbers,Concombres anglais frais,Fresh English cucumbers.,Concombres anglais frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221522,11422152,Fresh mini cucumbers,Mini-concombres frais,Fresh mini cucumbers.,Mini-concombres frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221523,11422152,Other fresh cucumbers,Autres concombres frais,Other fresh cucumbers.,Autres concombres frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422153,1142215,Fresh gherkins,Cornichons frais,"Fresh gherkins, except fresh mini cucumbers.","Cornichons frais, sauf les mini-concombres frais."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221531,11422153,Fresh gherkins,Cornichons frais,"Fresh gherkins, except fresh mini cucumbers.","Cornichons frais, sauf les mini-concombres frais."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422154,1142215,Fresh peppers,Poivrons frais,Fresh peppers.,Poivrons frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221541,11422154,Fresh peppers,Poivrons frais,Fresh peppers.,Poivrons frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422155,1142215,Fresh pumpkins,Citrouilles fraîches,Fresh pumpkins.,Citrouilles fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221551,11422155,Fresh pumpkins,Citrouilles fraîches,Fresh pumpkins.,Citrouilles fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422156,1142215,Fresh squash and zucchini,Courges et zucchinis frais,Fresh squash and zucchini.,Courges et zucchinis frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221561,11422156,Fresh squash,Courges fraîches,Fresh squash.,Courges fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221562,11422156,Fresh zucchini,Zucchinis frais,Fresh zucchini.,Zucchinis frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422157,1142215,Fresh eggplants,Aubergines fraîches,Fresh eggplants.,Aubergines fraîches.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221571,11422157,Fresh eggplants (except Chinese eggplants),Aubergines fraîches (sauf les aubergines chinoises),"Fresh eggplants, except Chinese eggplants.","Aubergines fraîches, sauf les aubergines chinoises."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221572,11422157,Fresh Chinese eggplants,Aubergines chinoises fraîches,Fresh Chinese eggplants.,Aubergines chinoises fraîches.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422158,1142215,Other fresh fruit type vegetables (except melons),Autres légumes frais de type fruit (sauf les melons),"Other fresh fruit type vegetables, except melons.","Autres légumes frais de type fruit, sauf les melons."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221581,11422158,Other fresh fruit type vegetables (except melons),Autres légumes frais de type fruit (sauf les melons),"Other fresh fruit type vegetables, except melons.","Autres légumes frais de type fruit, sauf les melons."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1142216,114221,Green leguminous vegetables,Légumes à gousse verts,"Fresh leguminous and gramineous plants or seed type vegetables (pod vegetable), harvested while green for their green grains or for their green pods, mainly for human consumption.","Plantes légumineuses et graminées fraîches ou légumes sous forme de graines (légumes-gousses), récoltés précocement pour leurs grains verts ou leurs gousses vertes, principalement pour la consommation humaine."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422161,1142216,Fresh green peas,Pois verts frais,Fresh green peas.,Pois verts frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221611,11422161,Fresh green peas,Pois verts frais,Fresh green peas.,Pois verts frais.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11422162,1142216,Fresh green and wax beans,Haricots verts et jaunes frais,Fresh green and wax beans.,Haricots verts et jaunes frais.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),114221621,11422162,Fresh green and wax beans,Haricots verts et jaunes frais,Fresh green and wax beans.,Haricots verts et jaunes frais.
