Level/Niveau,Hierarchical structure,Structure hiérarchique,Code,Parent ,Class title,Titres de classes,Class definition,Définitions de la classe
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731251,173125,Dry milk products (except milk-based powder mixes and skim milk powder),Produits de lait secs (sauf les mélanges en poudre à base de lait et le lait écrémé en poudre),"Dry milk products, except milk-based powder mixes and skim milk powder.","Produits de lait secs, sauf les mélanges en poudre à base de lait et le lait écrémé en poudre."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),173126,17312,Dairy product substitutes (including non-milk-based powder mixes),Succédanés de produits laitiers (y compris les mélanges en poudre non à base de lait),"This subclass comprises dairy product substitutes, including non-milk-based powder mixes.","Cette sous-classe comprend les succédanés de produits laitiers, y compris les mélanges en poudre non à base de lait."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731261,173126,Dairy product substitutes (including non-milk-based powder mixes),Succédanés de produits laitiers (y compris les mélanges en poudre non à base de lait),"Dairy product substitutes, including non-milk-based powder mixes, except non-dairy ice cream and non-dairy butter.","Succédanés de produits laitiers, y compris les mélanges en poudre non à base de lait, sauf la crème glacée et le beurre non à base de lait."
4,Class (five-digit codes),Classe (codes à cinq chiffres),17313,173,Cheese and cheese products,Fromage et produits du fromage,This class comprises cheese and cheese products.,Cette classe comprend le fromage et les produits du fromage.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),173131,17313,Cheese (except cottage cheese and process cheese),Fromage (sauf le fromage cottage et le fromage fondu),"This subclass comprises cheese, except cottage cheese and processed cheese.","Cette sous-classe comprend le fromage, sauf le fromage cottage et le fromage fondu."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731311,173131,"Cheese (except cottage cheese, cream cheese and process cheese)","Fromage (sauf le fromage cottage, le fromage à la crème et le fromage fondu)","Cheese, except cottage cheese, cream cheese and process cheese. May be in blocks, in slices, grated or powdered form.","Fromage, sauf le fromage cottage, le fromage à la crème et le fromage fondu. Peut être sous forme de blocs, tranches, râpé ou en poudre."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731312,173131,Cream cheese,Fromage à la crème,Cream cheese.,Fromage à la crème.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),173132,17313,Process cheese and processed cheese products,Fromage fondu et produits de fromage fondu,This subclass comprises process cheese and processed cheese products.,Cette sous-classe comprend le fromage fondu et les produits de fromage fondu.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731321,173132,Process cheese and processed cheese products,Fromage fondu et produits de fromage fondu,Process cheese and processed cheese products.,Fromage fondu et produits de fromage fondu.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),173133,17313,Cottage cheese,Fromage cottage,This subclass comprises cottage cheese.,Cette sous-classe comprend le fromage cottage.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731331,173133,Cottage cheese,Fromage cottage,Cottage cheese.,Fromage cottage.
4,Class (five-digit codes),Classe (codes à cinq chiffres),17314,173,"Ice cream, sherbet and similar frozen desserts","Crème glacée, sorbets et desserts congelés similaires","This class comprises ice cream, sherbet and similar frozen desserts.","Cette classe comprend la crème glacée, les sorbets et les desserts congelés similaires."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),173141,17314,"Ice cream, sherbet and similar frozen desserts","Crème glacée, sorbets et desserts congelés similaires","This subclass comprises ice cream, sherbet and similar frozen desserts.","Cette sous-classe comprend la crème glacée, les sorbets et les desserts congelés similaires."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1731411,173141,"Ice cream, sherbet and similar frozen desserts","Crème glacée, sorbets et desserts congelés similaires","Ice cream, sherbet and similar frozen desserts.","Crème glacée, sorbets et desserts congelés similaires."
3,Group (three-digit codes),Groupe (codes à trois chiffres),183,C221,Other food products,Autres produits alimentaires,"This group comprises other food products such as breakfast cereal, bread, chocolate and snack food products.","Ce groupe comprend les autres produits alimentaires comme les céréales pour petit déjeuner, le pain, le chocolat et les aliments à grignoter."
