Level,Hierarchical structure,Code,Parent,Code title,Superscript,Code definition
2,Class,47234,472,Non-ferrous metal castings,,This class comprises non-ferrous metal castings.
3,Subclass,472341,47234,Aluminum castings,,This subclass comprises aluminum castings.
4,Detail,4723411,472341,Aluminum and aluminum-alloy die-castings,,Aluminum and aluminum-alloy die-castings.
4,Detail,4723412,472341,Aluminum and aluminum-alloy investment castings,,Aluminum and aluminum-alloy investment castings.
4,Detail,4723413,472341,"Other castings, of aluminum and aluminum-base alloys",,"Other castings, of aluminum and aluminum-base alloys."
3,Subclass,472342,47234,Copper castings,,This subclass comprises copper castings.
4,Detail,4723421,472342,Copper and copper-alloy die-castings,,Copper and copper-alloy die-castings.
4,Detail,4723422,472342,Copper and copper-alloy castings (except die-castings),,"Copper and copper-alloy castings, except die-castings."
3,Subclass,472343,47234,Other non-ferrous metal castings,,This subclass comprises other non-ferrous metal castings.
4,Detail,4723431,472343,Non-ferrous metal die-castings (except aluminum and copper),,"Non-ferrous metal die-castings, except aluminum and copper."
4,Detail,4723432,472343,"Other non-ferrous metal castings (except die-castings, aluminum and copper castings)",,"Other non-ferrous metal castings, except die-castings, aluminum and copper castings."
2,Class,47235,472,Other fabricated metal products,,This class comprises other fabricated metal products.
3,Subclass,472352,47235,Other miscellaneous fabricated metal products,,This subclass comprises other miscellaneous fabricated metal products.
4,Detail,4723521,472352,"Unlaminated converted foil, for non-packaging applications",,"Unlaminated converted foil, for non-packaging applications."
4,Detail,4723522,472352,"Metal products for machinery and transportation, n.e.c.",,"Metal products for machinery and transportation, n.e.c."
4,Detail,4723523,472352,Fabricated metal collapsible tubes,,Fabricated metal collapsible tubes.
4,Detail,4723524,472352,Flexible metal hose and tube,,Flexible metal hose and tube.
4,Detail,4723525,472352,"Personal and household metal articles, n.e.c.",,"Personal and household metal articles, n.e.c."
4,Detail,4723526,472352,"Other fabricated metal products, n.e.c.",,"Other fabricated metal products, n.e.c."
3,Subclass,472353,47235,Converted unmounted aluminum foil for packaging,,This subclass comprises converted unmounted aluminum foil for packaging.
4,Detail,4723531,472353,Converted unmounted aluminum foil for packaging,,Converted unmounted aluminum foil for packaging.
3,Subclass,472354,47235,Metal enclosures,,This subclass comprises metal enclosures.
4,Detail,4723541,472354,Metal enclosures,,Metal enclosures.
1,Group,474,,Packaging materials,,This group comprises packaging materials.
2,Class,47411,474,Wood containers and pallets,,This class comprises wood containers and pallets.
3,Subclass,474111,47411,Wood containers and pallets,,This subclass comprises wood containers and pallets.
4,Detail,4741111,474111,Wood containers and pallets of hardwood,,Wood containers and pallets of hardwood.
4,Detail,4741112,474111,Wood containers and pallets of softwood,,Wood containers and pallets of softwood.
2,Class,47412,474,"Light-gauge metal containers, crowns and closures, and metal strapping and shipping materials",,"This class comprises light-gauge metal containers, crowns and closures, and metal strapping and shipping materials."
3,Subclass,474121,47412,Light-gauge metal containers,,This subclass comprises light-gauge metal containers.
4,Detail,4741211,474121,Steel and tin cans,,Steel and tin cans.
4,Detail,4741212,474121,Aluminum cans,,Aluminum cans.
4,Detail,4741213,474121,Steel pails and fabricated steel boxes,,Steel pails and fabricated steel boxes.
3,Subclass,474122,47412,"Metal caps, crowns and closures",,"This subclass comprises metal caps, crowns and closures."
4,Detail,4741221,474122,"Metal caps, crowns and closures",,"Metal caps, crowns and closures."
3,Subclass,474123,47412,Metal strapping and shipping materials,,This subclass comprises metal strapping and shipping materials.
4,Detail,4741231,474123,Metal strapping and shipping materials,,Metal strapping and shipping materials.
2,Class,47414,474,Plastic bags,,This class comprises plastic bags.
3,Subclass,474141,47414,Plastic bags,,This subclass comprises plastic bags.
4,Detail,4741411,474141,"Bags, pouches and liners, of single-web plastic film",,"Bags, pouches and liners, of single-web plastic film."
4,Detail,4741412,474141,"Bags, pouches and liners, of multi-web film-film laminated plastic",,"Bags, pouches and liners, of multi-web film-film laminated plastic."
2,Class,47415,474,Plastic bottles,,This class comprises plastic bottles.
3,Subclass,474151,47415,Plastic bottles,,This subclass comprises plastic bottles.
4,Detail,4741511,474151,Plastic bottles,,Plastic bottles.
2,Class,47416,474,"Foam products for packaging, of polystyrene or polyurethane",,This class comprises polystyrene or polyurethane foam products for packaging.
3,Subclass,474161,47416,"Foam products for packaging, of polystyrene or polyurethane",,This subclass comprises polystyrene or polyurethane foam products for packaging.
4,Detail,4741611,474161,"Foam products for packaging, of polystyrene or polyurethane",,"Foam products for packaging, of polystyrene or polyurethane."
2,Class,47417,474,Plastic packaging film and non-rigid sheets,,This class comprises plastic packaging film and non-rigid sheets.
3,Subclass,474171,47417,"Plastic film and sheets for packaging, of polyethylene",,This subclass comprises polyethylene plastic film and sheets for packaging.
4,Detail,4741711,474171,"Plastic film and sheets for packaging, of polyethylene",,"Plastic film and sheets for packaging, of polyethylene."
3,Subclass,474172,47417,Plastic film and sheets for packaging (except polyethylene),,"This subclass comprises plastic film and sheets for packaging, except polyethylene."
4,Detail,4741721,474172,Plastic film and sheets for packaging (except polyethylene),,"Plastic film and sheets for packaging, except polyethylene."
2,Class,47418,474,"Plastic packaging materials, n.e.c.",,"This class comprises plastic packaging materials, n.e.c."
3,Subclass,474181,47418,Plastic packaging for food,,This subclass comprises plastic packaging for food.
4,Detail,4741811,474181,Plastic packaging for food,,Plastic packaging for food.
3,Subclass,474182,47418,"Other plastic packaging materials, n.e.c.",,"This subclass comprises other plastic packaging materials, n.e.c."
4,Detail,4741821,474182,"Other plastic packaging materials, n.e.c.",,"Other plastic packaging materials, n.e.c."
2,Class,47421,474,Paperboard containers,,This class comprises paperboard containers.
3,Subclass,474211,47421,Corrugated and solid fibre boxes,,This subclass comprises corrugated and solid fibre boxes.
4,Detail,4742111,474211,Corrugated and solid fibre boxes,,Corrugated and solid fibre boxes.
3,Subclass,474212,47421,Folding and rigid paperboard boxes,,This subclass comprises folding and rigid paperboard boxes.
4,Detail,4742121,474212,Folding paperboard boxes (including packaging components),,"Folding paperboard boxes, including packaging components."
4,Detail,4742122,474212,Rigid paperboard boxes,,Rigid paperboard boxes.
3,Subclass,474213,47421,"Paperboard drums, canisters, tubes, spools and cones",,"This subclass comprises paperboard drums, canisters, tubes, spools and cones."
4,Detail,4742131,474213,Paperboard fibre drums,,Paperboard fibre drums.
4,Detail,4742132,474213,"Paperboard fibre canisters, tubes, spools and cones",,"Paperboard fibre canisters, tubes, spools and cones."
3,Subclass,474214,47421,"Paperboard food containers, cups, plates and trays",,"This subclass comprises paperboard food containers, cups, plates and trays."
4,Detail,4742141,474214,Paperboard cartons for milk and other beverages,,Paperboard cartons for milk and other beverages.
4,Detail,4742142,474214,Cups and liquid-tight paper and paperboard containers (except beverage cartons),,"Cups and liquid-tight paper and paperboard containers, except beverage cartons."
4,Detail,4742143,474214,"Paper and paperboard plates, trays and other food containers (except folding), n.e.c.",,"Paper and paperboard plates, trays and other food containers, except folding, n.e.c."
2,Class,47422,474,Converted paper packaging products,,This class comprises converted paper packaging products.
3,Subclass,474221,47422,Gummed and self-adhesive products,,This subclass comprises gummed and self-adhesive products.
4,Detail,4742211,474221,Gummed products,,Paper or paperboard products coated on one side with adhesive gum.
4,Detail,4742212,474221,Self-adhesive products,,Self-adhesive products.
3,Subclass,474222,47422,Non-textile shipping sacks and multiwall bags,,This subclass comprises non-textile shipping sacks and multiwall bags.
4,Detail,4742221,474222,Non-textile shipping sacks and multiwall bags,,Non-textile shipping sacks and multiwall bags.
3,Subclass,474223,47422,Paper bags and sacks,,This subclass comprises paper bags and sacks.
4,Detail,4742231,474223,Uncoated single-web paper bags and sacks,,Uncoated single-web paper bags and sacks.
4,Detail,4742232,474223,"Specialty bags, pouches and liners, of coated single-web paper",,"Specialty bags, pouches and liners, of coated single-web paper."
4,Detail,4742233,474223,"Specialty bags, pouches and liners, of multi-web laminate and foil (except film-film)",,"Specialty bags, pouches and liners, of multi-web laminate and foil, except film-film."
3,Subclass,474224,47422,Moulded pulp products,,This subclass comprises moulded pulp products.
4,Detail,4742241,474224,Moulded pulp products,,Moulded pulp products.
3,Subclass,474225,47422,Other converted paper and laminated packaging products,,This subclass comprises other converted paper and laminated packaging products.
4,Detail,4742251,474225,"Laminated rolls and sheets of paper, for flexible packaging uses",,"Laminated rolls and sheets of paper, for flexible packaging uses."
4,Detail,4742252,474225,Laminated aluminum foil rolls and sheets for flexible packaging uses,,Laminated aluminum foil rolls and sheets for flexible packaging uses.
4,Detail,4742253,474225,Other coated and treated paper and paperboard for packaging,,Other coated and treated paper and paperboard for packaging.
2,Class,47431,474,Glass containers,,This class comprises glass containers.
3,Subclass,474311,47431,Glass containers,,This subclass comprises glass containers.
4,Detail,4743111,474311,Glass containers,,Glass containers.
1,Group,475,,Miscellaneous goods and supplies,,This group comprises miscellaneous goods and supplies.
2,Class,47511,475,"Medical, dental and personal safety supplies",,"This class comprises medical, dental and personal safety supplies."
3,Subclass,475111,47511,"Wheelchairs, and orthopaedic and prosthetic appliances",,"This subclass comprises wheelchairs, and orthopaedic and prosthetic appliances."
4,Detail,4751111,475111,Wheelchairs,,Wheelchairs.
4,Detail,4751112,475111,Orthopaedic and prosthetic appliances,,Orthopaedic and prosthetic appliances.
3,Subclass,475112,47511,"Medical appliances and supplies, n.e.c.",,"This subclass comprises medical appliances and supplies, n.e.c."
4,Detail,4751121,475112,Surgical and therapeutic appliances,,Surgical and therapeutic appliances.
4,Detail,4751122,475112,Surgical and therapeutic supplies,,Surgical and therapeutic supplies.
3,Subclass,475113,47511,Dental equipment and supplies,,This subclass comprises dental equipment and supplies.
4,Detail,4751131,475113,Dental professional and dental laboratory equipment,,Dental professional and dental laboratory equipment.
4,Detail,4751132,475113,Dental and dental laboratory supplies,,Dental and dental laboratory supplies.
4,Detail,4751133,475113,"Dentures, artificial teeth, and other products of dental laboratories",,"Dentures, artificial teeth, and other products of dental laboratories."
3,Subclass,475114,47511,Ophthalmic products,,This subclass comprises ophthalmic products.
4,Detail,4751141,475114,Ophthalmic fronts and temples,,Fronts and temples of eyeglasses.
4,Detail,4751142,475114,Ophthalmic lenses,,"Ground lenses, of glass or plastic, designed for use in eyeglasses."
4,Detail,4751143,475114,Contact lenses,,"Corrective, therapeutic or cosmetic lenses designed to be worn in direct contact with the eye."
4,Detail,4751144,475114,Other ophthalmic goods,,Other ophthalmic goods.
3,Subclass,475115,47511,Personal safety equipment and clothing,,This subclass comprises personal safety equipment and clothing.
4,Detail,4751151,475115,Household and medical rubber and plastic gloves,,Household and medical rubber and plastic gloves.
4,Detail,4751152,475115,Other personal safety equipment and clothing,,Other personal safety equipment and clothing.
2,Class,47512,475,Signs,,This class comprises billboard and other signs.
3,Subclass,475121,47512,Signs,,This subclass comprises billboard and other signs.
4,Detail,4751211,475121,Billboards,,Billboards.
4,Detail,4751212,475121,Other signs,,Other signs.
2,Class,47513,475,Caskets and other related funeral goods,,"This class comprises caskets or coffins, and other related funeral goods which contain human remains."
3,Subclass,475131,47513,Caskets and other related funeral goods,,"This subclass comprises caskets or coffins, and other related funeral goods which contain human remains."
4,Detail,4751311,475131,Caskets and other related funeral goods,,"Caskets or coffins, and other related funeral goods which contain human remains."
2,Class,47521,475,"Hand tools, kitchen utensils and cutlery (except precious metal)",,"This class comprises hand tools, kitchen utensils and cutlery, except made of precious metal."
3,Subclass,475211,47521,Hand tools,,This subclass comprises hand tools.
4,Detail,4752111,475211,Precision measuring tools,,Precision measuring tools.
4,Detail,4752112,475211,Mechanics' hand service tools,,Mechanics' hand service tools.
4,Detail,4752113,475211,"Handsaws, handsaw blades and accessories",,"Handsaws, handsaw blades and accessories."
4,Detail,4752114,475211,"Hand-operated edge tools, n.e.c.",,"Hand-operated edge tools, n.e.c."
4,Detail,4752115,475211,Other hand tools,,Other hand tools.
3,Subclass,475212,47521,Kitchen utensils and cutlery (except precious metal),,"This subclass comprises kitchen utensils and cutlery, except made of precious metal."
4,Detail,4752121,475212,Aluminum cooking utensils and kitchenware,,Aluminum cooking utensils and kitchenware.
4,Detail,4752122,475212,Metal cooking utensils and kitchenware (except aluminum),,"Cooking utensils and kitchenware of metal, except of aluminum."
4,Detail,4752123,475212,Metal kitchen cutlery and flatware,,Metal kitchen cutlery and flatware.
4,Detail,4752124,475212,"Metal scissors and knives (except kitchen cutlery), non-electric clippers, razors and razor blades",,"Metal scissors and knives, except kitchen cutlery, non-electric clippers, razors and razor blades."
2,Class,47522,475,Office supplies (except paper),,"This class comprises office supplies, except printing paper."
3,Subclass,475221,47522,"Pencils, pens and markers (including parts)",,"This subclass comprises pencils, pens and markers, including parts."
4,Detail,4752211,475221,"Pencils, pens and markers (including parts)",,"Pencils, pens and markers, including parts."
3,Subclass,475222,47522,"Office, school and art supplies, n.e.c.",,"This subclass comprises office, school and art supplies, n.e.c."
4,Detail,4752221,475222,"Office, school and art supplies, n.e.c.",,"Office, school and art supplies, n.e.c."
2,Class,47523,475,Batteries and battery chargers,,This class comprises batteries and battery chargers.
3,Subclass,475231,47523,Batteries and battery chargers,,This subclass comprises batteries and battery chargers.
4,Detail,4752311,475231,Lead acid motor vehicle batteries,,Lead acid motor vehicle batteries.
4,Detail,4752312,475231,Motor vehicle batteries (except lead acid),,"Motor vehicle batteries, except lead acid."
4,Detail,4752313,475231,Industrial storage batteries,,Industrial storage batteries.
4,Detail,4752314,475231,Storage batteries (except motor vehicle and industrial) and parts for storage batteries,,"Storage batteries, except motor vehicle and industrial, and parts for storage batteries."
4,Detail,4752315,475231,Primary batteries,,Primary batteries.
4,Detail,4752316,475231,Battery chargers for electric automobiles,,Battery chargers for electric automobiles.
4,Detail,4752317,475231,Other battery chargers n.e.c.,,Other battery chargers n.e.c.
2,Class,47531,475,Sporting and athletic goods,,This class comprises sporting and athletic goods.
3,Subclass,475311,47531,"Playground, gymnasium and exercise equipment",,"This subclass comprises playground, gymnasium and exercise equipment."
4,Detail,4753111,475311,Playground equipment,,Playground equipment.
4,Detail,4753112,475311,Gymnasium and exercise equipment,,Gymnasium and exercise equipment.
3,Subclass,475312,47531,Other sporting and athletic goods,,This subclass comprises other sporting and athletic goods.
4,Detail,4753121,475312,Golf equipment,,Golf equipment.
4,Detail,4753122,475312,"Sporting and athletic goods, n.e.c.",,"Sporting and athletic goods, n.e.c."
2,Class,47532,475,Toys and games,,"This class comprises toys and games, except game software."
3,Subclass,475321,47532,Infant strollers and children's vehicles,,This subclass comprises infant strollers and children's vehicles.
4,Detail,4753211,475321,Infant strollers and children's vehicles,,Infant strollers and children's vehicles.
3,Subclass,475322,47532,Non-electronic toys and games,,This subclass comprises non-electronic toys and games.
4,Detail,4753221,475322,"Dolls, toy animals, action figures, and stuffed toys",,"Dolls, toy animals, action figures, and stuffed toys."
4,Detail,4753222,475322,"Model aircraft, craft kits, and other collectors' models and miniatures",,"Model aircraft, craft kits, and other collectors' models and miniatures. Model aircraft refers to an aircraft, including an unmanned aircraft commonly known as a drone, weighing 35 kg (77.2 pounds) or less, that is mechanically driven or launched into flight for recreational purposes and that is not designed to carry persons or other living creatures."
4,Detail,4753223,475322,Non-electronic games and puzzles,,Non-electronic games and puzzles.
4,Detail,4753224,475322,"Non-electronic toys, n.e.c.",,"Non-electronic toys, n.e.c."
3,Subclass,475323,47532,Electronic toys and games (except game software),,"This subclass comprises electronic toys and games, except game software."
4,Detail,4753231,475323,Electronic toys and games (except game software),,"Electronic toys and games, except game software."
2,Class,47533,475,"Jewellery, cut gems, jewellery findings, hollowware and flatware, and other articles of precious metal",,"This class comprises jewellery, cut gems, jewellery findings, hollowware and flatware, and other articles of precious metal."
3,Subclass,475331,47533,Precious metal jewellery,,This subclass comprises precious metal jewellery.
4,Detail,4753311,475331,Precious metal jewellery,,Precious metal jewellery.
3,Subclass,475332,47533,Cut diamonds (except industrial),,"This subclass comprises cut diamonds, except industrial."
4,Detail,4753321,475332,Cut diamonds (except industrial),,"Cut diamonds, except industrial."
3,Subclass,475333,47533,"Cut gems (except diamonds), jewellery findings, and metal coins and tokens",,"This subclass comprises cut gems, except diamonds, jewellery findings, and metal coins and tokens."
4,Detail,4753331,475333,Cut precious and semi-precious stones (except diamonds),,"Cut precious and semi-precious stones, except diamonds."
4,Detail,4753332,475333,Jewellery findings and jewellery parts,,"Jewellery findings, jewellery parts and components"
4,Detail,4753333,475333,Metal coins and tokens,,Metal coins and tokens.
3,Subclass,475334,47533,"Hollowware, flatware and other articles of precious metal",,"This subclass comprises hollowware, flatware and other articles of precious metal."
4,Detail,4753341,475334,"Hollowware, flatware and other articles of precious metal",,"Hollowware, flatware and other articles of precious metal."
3,Subclass,475335,47533,Costume jewellery and novelties,,This subclass comprises costume jewellery and novelties.
4,Detail,4753351,475335,Costume jewellery and novelties,,Costume jewellery and novelties.
2,Class,47534,475,Musical instruments,,"This class comprises musical instruments, and parts and accessories."
3,Subclass,475341,47534,Musical instruments,,This subclass comprises musical instruments and parts and accessories.
4,Detail,4753411,475341,Electronic musical instruments (except electric guitars),,"Electronic musical instruments, except electric guitars."
4,Detail,4753412,475341,Non-electronic musical instruments and electric guitars,,Non-electronic musical instruments and electric guitars.
4,Detail,4753413,475341,Parts and accessories of musical instruments,,Parts and accessories of musical instruments.
2,Class,47542,475,Other miscellaneous goods,,This class comprises other miscellaneous goods.
3,Subclass,475421,47542,"Buttons, zippers and other notions",,"This subclass comprises buttons, zippers and other notions."
4,Detail,4754211,475421,"Buttons, zippers and other notions",,"Buttons, zippers and other notions."
3,Subclass,475422,47542,"Brooms, mops, dusters, brushes, and painting pads, rollers and accessories",,"This subclass comprises brooms, mops, dusters, brushes, and painting pads, rollers and accessories."
4,Detail,4754221,475422,"Brooms, mops, dusters, and cleaning brushes",,"Brooms, mops, dusters, and cleaning brushes."
4,Detail,4754222,475422,"Paint and varnish brushes, and painting pads, rollers and accessories",,"Paint and varnish brushes, and painting pads, rollers and accessories."
4,Detail,4754223,475422,"Brushes, n.e.c.",,"Brushes, n.e.c."
3,Subclass,475423,47542,"Other miscellaneous goods, n.e.c.",,"This subclass comprises other miscellaneous goods, n.e.c."
4,Detail,4754231,475423,Candles,,Candles.
4,Detail,4754232,475423,Mirror and picture frames,,Mirror and picture frames.
4,Detail,4754233,475423,Lighters (including barbecue lighters),,"Lighters, including barbecue lighters."
4,Detail,4754234,475423,Smoking accessories (except lighters and matches),,"Smoking accessories, except lighters and matches."
4,Detail,4754235,475423,"Paintings, sculptures, and other art works",,"Paintings, sculptures, and other art works."
4,Detail,4754236,475423,Pet supplies and accessories,,Supplies and accessories for household pets.
4,Detail,4754237,475423,"Fabricated products, n.e.c.",,"Fabricated products, n.e.c."
1,Group,481,,Published products and recorded media (except software),,"This group comprises books; newspapers; periodicals; other published products; recorded music and other sound recordings and recorded movies, television programs and videos. The published products can be acquired or accessed on a physical form or media, or online. They are published on own account for sale by the publishers. Wholesaling and retailing services are excluded from this group."
2,Class,48111,481,Books,,"This class comprises published books, in physical or downloadable formats."
3,Subclass,481111,48111,Children's books,,"This subclass comprises published books for children and young adults (up to age 15), in physical or downloadable formats."
4,Detail,4811111,481111,"Children's books, in physical form",,"Published books for children and young adults (up to age 15), in physical formats."
4,Detail,4811112,481111,"Children's books, online",,"Published books for children and young adults (up to age 15), in downloadable formats."
3,Subclass,481112,48111,Textbooks,,"This subclass comprises published books intended primarily as educational material for students and teachers in formal study programs, in physical or downloadable formats."
4,Detail,4811121,481112,"Textbooks, in physical form",,"Published books intended primarily as educational material for students and teachers in formal study programs, in physical formats."
4,Detail,4811122,481112,"Textbooks, online",,"Published books intended primarily as educational material for students and teachers in formal study programs, in downloadable formats."
3,Subclass,481113,48111,General reference books,,"This subclass comprises published books intended to be used primarily for general reference purposes and aimed at the public at large, in physical or downloadable formats."
4,Detail,4811131,481113,"General reference books, in physical form",,"Published books intended to be used primarily for general reference purposes and aimed at the public at large, in physical formats."
4,Detail,4811132,481113,"General reference books, online",,"Published books intended to be used primarily for general reference purposes and aimed at the public at large, in downloadable formats."
3,Subclass,481114,48111,"Professional, technical and scholarly books",,"This subclass comprises published specialized books containing research, advanced knowledge or information used by individuals in the practice of specific occupations or professions, or aimed at the academic and research community, in physical or downloadable formats."
4,Detail,4811141,481114,"Professional, technical and scholarly books, in physical form",,"Published specialized books containing research, advanced knowledge or information used by individuals in the practice of specific occupations or professions, or aimed at the academic and research community, in physical formats."
4,Detail,4811142,481114,"Professional, technical and scholarly books, online",,"Published specialized books containing research, advanced knowledge or information used by individuals in the practice of specific occupations or professions, or aimed at the academic and research community, in downloadable formats."
3,Subclass,481115,48111,Trade books,,"This subclass comprises published books of general interest intended for the public at large, in physical or downloadable formats."
4,Detail,4811151,481115,"Trade books, in physical form",,"Published books of general interest intended for the public at large, in physical formats."
4,Detail,4811152,481115,"Trade books, online",,"Published books of general interest intended for the public at large, in downloadable formats."
3,Subclass,481116,48111,Sheet music and other musical texts,,"This subclass comprises published musical works, in physical or downloadable formats."
4,Detail,4811161,481116,"Sheet music and other musical texts, in physical form",,"Published musical works, in physical formats."
4,Detail,4811162,481116,"Sheet music and other musical texts, online",,"Published musical works, in downloadable formats."
2,Class,48121,481,Newspapers,,"This class comprises published newspapers, in physical or downloadable formats."
3,Subclass,481211,48121,Daily newspapers,,"This subclass comprises general-interest newspapers, published at least four times a week, in physical or downloadable formats."
4,Detail,4812111,481211,"Daily newspapers, in physical form",,"General-interest newspapers, published at least four times a week, in physical formats."
4,Detail,4812112,481211,"Daily newspapers, online",,"General-interest newspapers, published at least four times a week, in downloadable formats."
3,Subclass,481212,48121,Community newspapers,,"This subclass comprises general-interest newspapers, published fewer than four times a week, in physical or downloadable formats."
4,Detail,4812121,481212,"Community newspapers, in physical form",,"General-interest newspapers, published fewer than four times a week, in physical formats."
4,Detail,4812122,481212,"Community newspapers, online",,"General-interest newspapers, published fewer than four times a week, in downloadable formats."
3,Subclass,481213,48121,Other newspapers,,"This subclass comprises published specialized-interest newspapers, in physical or downloadable formats."
4,Detail,4812131,481213,"Other newspapers, in physical form",,"Published specialized-interest newspapers, in physical formats."
4,Detail,4812132,481213,"Other newspapers, online",,"Published specialized-interest newspapers, in downloadable formats."
2,Class,48122,481,Periodicals,,"This class comprises published periodicals, in physical or downloadable formats."
3,Subclass,481221,48122,General-interest periodicals,,"This subclass comprises published general-interest periodicals and magazines, in physical or downloadable formats."
4,Detail,4812211,481221,"General-interest periodicals, in physical form",,"Published general-interest periodicals and magazines, in physical formats."
4,Detail,4812212,481221,"General-interest periodicals, online",,"Published general-interest periodicals and magazines, in downloadable formats."
3,Subclass,481222,48122,Business (including farming) and trade periodicals,,"This subclass comprises published periodicals aimed at business, professional and academic audiences interested in keeping up-to-date with new research and developments in their professions or fields of interest, in physical or downloadable formats."
4,Detail,4812221,481222,"Business (including farming) and trade periodicals, in physical form",,"Published periodicals aimed at business, professional and academic audiences interested in keeping up-to-date with new research and developments in their professions or fields of interest, in physical formats."
4,Detail,4812222,481222,"Business (including farming) and trade periodicals, online",,"Published periodicals aimed at business, professional and academic audiences interested in keeping up-to-date with new research and developments in their professions or fields of interest, in downloadable formats."
3,Subclass,481223,48122,Other periodicals,,"This subclass comprises published periodicals, except general-interest, and business and trade periodicals, in physical or downloadable formats."
4,Detail,4812231,481223,"Other periodicals, in physical form",,"Published periodicals, except general-interest, and business and trade periodicals, in physical formats."
4,Detail,4812232,481223,"Other periodicals, online",,"Published periodicals, except general-interest, and business and trade periodicals, in downloadable formats."
2,Class,48123,481,Other published products,,"This class comprises published products, except books, newspapers and periodicals, in physical or downloadable formats."
3,Subclass,481231,48123,Mailing lists,,"This subclass comprises lists of names, addresses, and other contact information created to market or promote to a specific group, in physical or downloadable formats."
4,Detail,4812311,481231,"Mailing lists, in physical form",,"Lists of names, addresses, and other contact information created to market or promote to a specific group, in physical formats."
4,Detail,4812312,481231,"Mailing lists, online",,"Lists of names, addresses, and other contact information created to market or promote to a specific group, in downloadable formats."
3,Subclass,481232,48123,Directories,,"This subclass comprises publications consisting of collections of systematically organized contact information, in physical or downloadable formats."
4,Detail,4812321,481232,"Directories, in physical form",,"Publications consisting of collections of systematically organized contact information, in physical formats."
4,Detail,4812322,481232,"Directories, online",,"Publications consisting of collections of systematically organized contact information, in downloadable formats."
3,Subclass,481233,48123,Databases,,"This subclass comprises organized and searchable data sets, except directories and mailing lists, on physical media or in downloadable formats."
4,Detail,4812331,481233,"Databases, on physical media",,"Organized and searchable data sets, except directories and mailing lists, on physical media."
4,Detail,4812332,481233,"Databases, online",,"Organized and searchable data sets, except directories and mailing lists, in downloadable formats."
3,Subclass,481234,48123,"Consumer publications, n.e.c.",,"This subclass comprises publications n.e.c. intended mainly for personal or household use, on physical media, and in physical or downloadable formats."
4,Detail,4812341,481234,"Art prints, and all other consumer publications n.e.c., on physical media or in physical form",,"Art prints, and all other consumer publications n.e.c. intended mainly for personal or household use, on physical media or in physical formats."
4,Detail,4812342,481234,"Online consumer publications, n.e.c.",,"Consumer publications, n.e.c. intended mainly for personal or household use, in downloadable formats."
3,Subclass,481235,48123,"Business, trade and professional publications, n.e.c.",,"This subclass comprises publications n.e.c. intended mainly for business, trade, or professional use, on physical media, and in physical or downloadable formats."
4,Detail,4812351,481235,"Business, trade and professional publications on physical media or in physical form, n.e.c.",,"Publications n.e.c. intended mainly for business, trade, or professional use, on physical media or in physical formats."
4,Detail,4812352,481235,"Online business, trade and professional publications, n.e.c.",,"Publications n.e.c. intended mainly for business, trade, or professional use, in downloadable formats."
2,Class,48131,481,Recorded music and other sound recordings,,"This class comprises published musical and non-musical recordings, on physical media or in downloadable formats."
3,Subclass,481311,48131,Musical recordings,,"This subclass comprises published musical recordings, on physical media or in downloadable formats."
4,Detail,4813111,481311,"Musical recordings, on physical media",,"Published musical recordings, on physical media."
4,Detail,4813112,481311,"Musical recordings, online",,"Published musical recordings, in downloadable formats."
3,Subclass,481312,48131,Non-musical recordings,,"This subclass comprises published non-musical recordings, on physical media or in downloadable formats."
4,Detail,4813121,481312,"Non-musical recordings, on physical media",,"Published non-musical recordings, on physical media."
4,Detail,4813122,481312,"Non-musical recordings, online",,"Published non-musical recordings, in downloadable formats."
2,Class,48132,481,"Recorded movies, television programs and videos",,"This class comprises published recorded movies, television programs and videos, on physical media or in downloadable formats."
3,Subclass,481321,48132,Recorded movies,,"This subclass comprises published recorded movies, on physical media or in downloadable formats."
4,Detail,4813211,481321,"Recorded movies, on physical media",,"Published recorded movies, on physical media."
4,Detail,4813212,481321,"Recorded movies, online",,"Published recorded movies, in downloadable formats."
3,Subclass,481322,48132,Recorded television programs and videos,,"This subclass comprises published recorded television programs and videos, on physical media or in downloadable formats."
4,Detail,4813221,481322,"Recorded television programs and videos, on physical media",,"Published recorded television programs and videos, on physical media."
4,Detail,4813222,481322,"Recorded television programs and videos, online",,"Published recorded television programs and videos, in downloadable formats."
1,Group,482,,Software and software licensing,,"This group comprises published software sold with an end user licence agreement (by the publisher), and licences to use software or software components to generate revenues."
2,Class,48211,482,System and programming software and software licensing,,"This class comprises published system and programming software sold with an end user licence agreement (by the publisher), and licences to use system and programming software or software components to generate revenues. System and programming software are required to manage computer resources and support the production or running of application programs but are not specific to any particular application."
3,Subclass,482111,48211,System and programming software (except commercial use licences),,"This subclass comprises published system and programming software sold with an end user licence agreement (by the publisher), on physical media or in downloadable formats."
4,Detail,4821111,482111,"System and programming software (except commercial use licences), on physical media",,"Published system and programming software sold with an end user licence agreement (by the publisher), on physical media."
4,Detail,4821112,482111,"System and programming software (except commercial use licences), online download",,"Published system and programming software sold with an end user licence agreement (by the publisher), in downloadable formats."
3,Subclass,482112,48211,Licensing of rights for commercial use of system and programming software,,This subclass comprises licences for the use of system and programming software or software components to generate revenues.
4,Detail,4821121,482112,Licensing of rights for commercial use of system and programming software,,Licences for the use of system and programming software or software components to generate revenues.
