Level,Hierarchical structure,Code,Parent,Code title,Superscript,Code definition
4,Detail,1441122,144112,Other bituminous coal,,"Other bituminous coal mainly used for steam raising purposes. It is characterized by higher volatile matter than anthracite (more than 10%) and lower carbon content (less than 90% fixed carbon). Its gross calorific value is equal to or greater than 24,000 kJ/kg, on an ash-free but moist basis."
2,Class,14412,144,Brown coal,,"This class comprises softer brown coal, which includes sub-bituminous coal and lignite. Brown coal refers to coal of gross calorific value of less than 24,000 kJ/kg, on an ash-free but moist basis, and a mean random reflectance of vitrinite of less than 0.6%."
3,Subclass,144121,14412,Sub-bituminous coal,,"This subclass comprises sub-bituminous coal, a non-agglomerating coal with a gross calorific value equal to or greater than 20,000 kJ/kg and less than 24,000 kJ/kg, containing more than 31% volatile matter on a dry mineral matter free basis."
4,Detail,1441211,144121,Sub-bituminous coal,,"Non-agglomerating coal with a gross calorific value equal to or greater than 20,000 kJ/kg and less than 24,000 kJ/kg, containing more than 31% volatile matter on a dry mineral matter free basis."
3,Subclass,144122,14412,Lignite,,"This subclass comprises lignite, a non-agglomerating coal with a gross calorific value less than 20,000 kJ/kg, containing more than 31% volatile matter on a dry mineral matter free basis."
4,Detail,1441221,144122,Lignite,,"Non-agglomerating coal with a gross calorific value less than 20,000 kJ/kg, containing more than 31% volatile matter on a dry mineral matter free basis."
1,Group,145,,Nuclear fuel and other energy products,,"This group comprises nuclear fuel, and fuel wood, fuel products of waste wood, other solid fuel products n.e.c.; and steam and heated or cooled air or water."
2,Class,14511,145,Nuclear fuel,,"This class comprises nuclear fuel; fissionable materials that have been enriched to such a composition that, when placed in a nuclear reactor, will support a self-sustaining fission chain reaction, producing heat in a controlled manner for process use."
3,Subclass,145111,14511,Nuclear fuel,,"This subclass comprises nuclear fuel; fissionable materials that have been enriched to such a composition that, when placed in a nuclear reactor, will support a self-sustaining fission chain reaction, producing heat in a controlled manner for process use."
4,Detail,1451111,145111,Nuclear fuel,,"Fissionable materials that have been enriched to such a composition that, when placed in a nuclear reactor, will support a self-sustaining fission chain reaction, producing heat in a controlled manner for process use."
2,Class,14512,145,Fuel wood and solid fuel products n.e.c.,,"This class comprises fuel wood, fuel products of waste wood, peat briquettes and other peat products used as fuel, and other solid fuel products n.e.c."
3,Subclass,145121,14512,Fuel wood,,This subclass comprises fuel wood.
4,Detail,1451211,145121,Fuel wood of hardwood,,Fuel wood of hardwood.
4,Detail,1451212,145121,Fuel wood of softwood,,Fuel wood of softwood.
3,Subclass,145122,14512,"Solid fuel products, n.e.c.",,"This subclass comprises solid fuel products, n.e.c."
4,Detail,1451221,145122,Fuel products of waste wood,,Fuel products of waste wood.
4,Detail,1451222,145122,Peat briquettes and other peat products used as fuel,,Peat briquettes and other peat products used as fuel.
4,Detail,1451223,145122,"Other solid fuel products, n.e.c.",,"Other solid fuel products, n.e.c."
2,Class,14513,145,Steam and heated or cooled air or water,,This class comprises steam and heated or cooled air or water.
3,Subclass,145131,14513,Steam,,This subclass comprises steam.
4,Detail,1451311,145131,Steam,,Steam.
3,Subclass,145132,14513,Heated or cooled air or water,,This subclass comprises heated or cooled air or water.
4,Detail,1451321,145132,Heated or cooled air or water,,Heated or cooled air or water.
1,Group,146,,Electricity,,This group comprises all forms of generated electricity.
2,Class,14611,146,Electricity,,This class comprises all forms of generated electricity.
3,Subclass,146111,14611,Electricity,,This subclass comprises all forms of generated electricity.
4,Detail,1461111,146111,Thermal generation electricity (except nuclear and geothermal),,"Electricity generated from thermal energy released by combustion of combustible fuels, except nuclear and geothermal."
4,Detail,1461112,146111,Nuclear electricity,,Electricity generated at an electric power plant whose turbines are driven by steam generated in a reactor by heat from the fission of nuclear fuel.
4,Detail,1461113,146111,Hydro-electricity,,Electric power generated from a plant in which turbine generators are driven by flowing water.
4,Detail,1461114,146111,Tidal electricity,,Electric power generated from a plant in which turbine generators are driven from tidal movements.
4,Detail,1461115,146111,Wind electricity,,Electric power generated from a plant in which the prime mover is a wind turbine. Electric power is generated by the conversion of wind power into mechanical energy.
4,Detail,1461116,146111,Solar electricity,,Electricity generated using photovoltaic (PV) technology which converts sunlight into electricity.
4,Detail,1461117,146111,Wave electricity,,Electricity generated from mechanical energy derived from wave motion.
4,Detail,1461118,146111,Geothermal electricity,,"Electricity generated from heat emitted from within the earth's crust, usually in the form of hot water or steam."
4,Detail,1461119,146111,Other forms of electricity,,Electricity generated from other non-combustible methods.
1,Group,147,,Natural gas distribution,,This group comprises natural gas distribution services through mains.
2,Class,14711,147,Natural gas distribution,,This class comprises natural gas distribution services through mains.
3,Subclass,147111,14711,"Natural gas distribution, directly to systems gas consumers",,This subclass comprises natural gas deliveries to systems gas consumers.
4,Detail,1471111,147111,Natural gas deliveries to industrial systems gas consumers,,Natural gas delivered to industrial systems gas consumers.
4,Detail,1471112,147111,Natural gas deliveries to commercial and institutional systems gas consumers,,Natural gas delivered to commercial and institutional systems gas consumers.
4,Detail,1471113,147111,Natural gas deliveries to residential systems gas consumers,,Natural gas delivered to residential systems gas consumers.
3,Subclass,147112,14711,"Natural gas distribution, directly to consumers enrolled with third party marketers",,This subclass comprises natural gas deliveries to consumers enrolled with third party marketers.
4,Detail,1471121,147112,Natural gas deliveries to industrial consumers enrolled with third party marketers,,Natural gas delivered to industrial consumers enrolled with third party marketers.
4,Detail,1471122,147112,Natural gas deliveries to commercial and institutional consumers enrolled with third party marketers,,Natural gas delivered to commercial and institutional consumers enrolled with third party marketers.
4,Detail,1471123,147112,Natural gas deliveries to residential consumers enrolled with third party marketers,,Natural gas delivered to residential consumers enrolled with third party marketers.
3,Subclass,147113,14711,Natural gas distribution to consumers having purchased directly from suppliers,,This subclass comprises natural gas deliveries to consumers directly from suppliers.
4,Detail,1471131,147113,Natural gas deliveries to industrial consumers having purchased directly from suppliers,,Natural gas delivered to industrial consumers who have purchased their own natural gas directly from the suppliers.
4,Detail,1471132,147113,Natural gas deliveries to commercial and institutional consumers having purchased directly from suppliers,,Natural gas delivered to commercial and institutional consumers who have purchased their own natural gas directly from the suppliers.
4,Detail,1471133,147113,Natural gas deliveries to residential consumers having purchased directly from suppliers,,Natural gas delivered to residential consumers who have purchased their own natural gas directly from the suppliers.
3,Subclass,147114,14711,Other natural gas deliveries,,This subclass comprises other natural gas deliveries.
4,Detail,1471141,147114,Natural gas deliveries to transmission pipelines,,Natural gas delivered to transmission pipelines.
4,Detail,1471142,147114,Natural gas deliveries to storage facilities,,Natural gas delivered to storage facilities.
4,Detail,1471143,147114,Natural gas deliveries to other gas distributors,,Natural gas delivered to other gas distributors.
1,Group,151,,Iron ores and concentrates,,This group comprises iron ores and concentrates.
2,Class,15111,151,Iron ores and concentrates,,This class comprises iron ores and concentrates.
3,Subclass,151111,15111,Iron ores and concentrates,,This subclass comprises iron ores and concentrates.
4,Detail,1511111,151111,Iron ores and concentrates,,Iron ores and concentrates.
1,Group,152,,Copper ores and concentrates,,This group comprises copper ores and concentrates.
2,Class,15211,152,Copper ores and concentrates,,This class comprises copper ores and concentrates.
3,Subclass,152111,15211,Copper ores and concentrates,,This subclass comprises copper ores and concentrates.
4,Detail,1521111,152111,Copper ores and concentrates,,Copper ores and concentrates.
1,Group,153,,Nickel ores and concentrates,,This group comprises nickel ores and concentrates.
2,Class,15311,153,Nickel ores and concentrates,,This class comprises nickel ores and concentrates.
3,Subclass,153111,15311,Nickel ores and concentrates,,This subclass comprises nickel ores and concentrates.
4,Detail,1531111,153111,Nickel ores and concentrates,,Nickel ores and concentrates.
1,Group,154,,Radioactive ores and concentrates,,This group comprises radioactive ores and concentrates.
2,Class,15411,154,Radioactive ores and concentrates,,This class comprises radioactive ores and concentrates.
3,Subclass,154111,15411,Radioactive ores and concentrates,,This subclass comprises radioactive ores and concentrates.
4,Detail,1541111,154111,Radioactive ores and concentrates,,Radioactive ores and concentrates.
1,Group,155,,Other metal ores and concentrates,,This group comprises other metal ores and concentrates.
2,Class,15511,155,"Gold, silver, and platinum group metal ores and concentrates",,"This class comprises gold, silver, and platinum group metal ores and concentrates."
3,Subclass,155111,15511,"Gold ores, concentrates and mill bullion",,"This subclass comprises gold ores, concentrates and mill bullion."
4,Detail,1551111,155111,"Gold ores, concentrates and mill bullion",,"Gold ores, concentrates and mill bullion."
3,Subclass,155112,15511,"Silver ores, concentrates and mill bullion",,"This subclass comprises silver ores, concentrates and mill bullion."
4,Detail,1551121,155112,"Silver ores, concentrates and mill bullion",,"Silver ores, concentrates and mill bullion."
3,Subclass,155113,15511,Platinum group metal ores and concentrates,,This subclass comprises platinum group metal ores and concentrates.
4,Detail,1551131,155113,Platinum group metal ores and concentrates,,Platinum group metal ores and concentrates.
2,Class,15521,155,Bauxite and aluminum oxide,,This class comprises bauxite and aluminum oxide.
3,Subclass,155211,15521,Bauxite and natural alumina,,This subclass comprises bauxite and natural alumina.
4,Detail,1552111,155211,Bauxite and natural alumina,,Bauxite and natural alumina.
3,Subclass,155212,15521,Refined aluminum oxide,,This subclass comprises refined aluminum oxide.
4,Detail,1552121,155212,Refined aluminum oxide,,Refined aluminum oxide.
2,Class,15522,155,Lead and zinc ores and concentrates,,This class comprises lead and zinc ores and concentrates.
3,Subclass,155221,15522,Lead ores and concentrates,,This subclass comprises lead ores and concentrates.
4,Detail,1552211,155221,Lead ores and concentrates,,Lead ores and concentrates.
3,Subclass,155222,15522,Zinc ores and concentrates,,This subclass comprises zinc ores and concentrates.
4,Detail,1552221,155222,Zinc ores and concentrates,,Zinc ores and concentrates.
2,Class,15523,155,"Other metal ores and concentrates, n.e.c.",,"This class comprises other metal ores and concentrates, n.e.c."
3,Subclass,155231,15523,Ferro-alloy ores and concentrates,,This subclass comprises ferro-alloy ores and concentrates.
4,Detail,1552311,155231,Ferro-alloy ores and concentrates,,Ferro-alloy ores and concentrates.
3,Subclass,155232,15523,"Other miscellaneous metal ores and concentrates, n.e.c.",,"This subclass comprises other miscellaneous metal ores and concentrates, n.e.c."
4,Detail,1552321,155232,Cobalt ores and concentrates,,Cobalt ores and concentrates.
4,Detail,1552322,155232,"Other miscellaneous metal ores and concentrates (except cobalt), n.e.c.",,"Other miscellaneous metal ores and concentrates, except cobalt, n.e.c."
1,Group,156,,Waste and scrap of metal,,This group comprises waste and scrap of metal.
2,Class,15611,156,Waste and scrap of iron and steel,,This class comprises waste and scrap of iron and steel.
3,Subclass,156111,15611,Waste and scrap of iron and steel,,This subclass comprises waste and scrap of iron and steel.
4,Detail,1561111,156111,Waste and scrap of iron and steel,,Waste and scrap of iron and steel.
2,Class,15612,156,Waste and scrap of non-ferrous metals,,This class comprises waste and scrap of non-ferrous metals.
3,Subclass,156121,15612,Waste and scrap of aluminum and aluminum alloys,,This subclass comprises waste and scrap of aluminum and aluminum alloys.
4,Detail,1561211,156121,Waste and scrap of aluminum and aluminum alloys,,Waste and scrap of aluminum and aluminum alloys.
3,Subclass,156122,15612,Waste and scrap of other non-ferrous metals,,This subclass comprises waste and scrap of other non-ferrous metals.
4,Detail,1561221,156122,Waste and scrap of copper and copper alloys,,Waste and scrap of copper and copper alloys.
4,Detail,1561222,156122,"Waste and scrap of gold, silver, and platinum group metals, and their alloys",,"Waste and scrap of gold, silver, and platinum group metals, and their alloys."
4,Detail,1561223,156122,Waste and scrap of other non-ferrous metals and other non-ferrous metal-base alloys,,Waste and scrap of other non-ferrous metals and other non-ferrous metal-base alloys.
1,Group,157,,"Waste and scrap of wood, wood by-products, paper and paperboard",,"This group comprises waste and scrap of wood, wood by-products, paper and paperboard."
2,Class,15711,157,Waste and scrap of wood and wood by-products,,This class comprises waste and scrap of wood and wood by-products.
