institution,level,department,course_name,course_code,credit,division
State University of New York Empire State College,College,Social Science,Africa America experience,GL312,4U,U
State University of New York Empire State College,College,Social Science,Africa and its people,IN334,4U,U
State University of New York Empire State College,College,Social Science,Aging and society,HS315,VC,U
State University of New York Empire State College,College,"Complexity, management, and change",Counseling theory,HS404,4U,U
State University of New York Empire State College,College,"Complexity, management, and change",Family and society,HS320,VC,U
State University of New York Empire State College,College,Historical views of developmental disability,Human development I,HS215,4U,L
State University of New York Empire State College,College,Historical views of developmental disability,Human development II,HS216,4U,L
State University of New York Empire State College,College,Historical views of developmental disability,Human services delivery: cultural diversity,HS310,6U,U
State University of New York Empire State College,College,Historical views of developmental disability,Introduction to human development: worlds of children,IN217,"4U, VI",L
State University of New York Empire State College,College,Introduction to health and human services,Issues in social policy: the welfare debate,HS414,4U,U
State University of New York Empire State College,College,Introduction to health and human services,Portrait of a family,IN218,"4U, VI",L
State University of New York Empire State College,College,Introduction to health and human services,Societies in transition,GL207,4U,L
State University of New York Empire State College,College,Introduction to health and human services,The individual and society,IN301,8U,U
State University of New York Empire State College,College,Introduction to health and human services,Thinking about education,IN213,VC,L
State University of New York Empire State College,College,Introduction to health and human services,War and American society,IN215,"6U, VI",L
State University of New York Empire State College,College,Sociology,Perspectives in sociology,IN410,8U,U
State University of New York Empire State College,College,Taxation,Income tax I,BU360,4U,U
State University of New York Empire State College,College,Taxation,Income tax II,BU362,4U,U
State University of New York Empire State College,College,Taxation,Income tax practicum,BU36I,2U,U
Stephens College,College,Business Administration,Accounting I,BU210,3S,L
Stephens College,College,Business Administration,Accounting II,BU220,3S,L
Stephens College,College,Business Administration,Business law,BU352,3S,U
Stephens College,College,Business Administration,Business policy and strategy,BU494,3S,U
Stephens College,College,Business Administration,Marketing,BU250,3S,L
Stephens College,College,Business Administration,Principles of finance,BU350,3S,U
Stephens College,College,Business Administration,Principles of management,BU225,3S,L
Stephens College,College,Child Study,Music for children,ED298,3S,L
Stephens College,College,"Programs, philosophy, issues in early",childhood education,ED411,3S,U
Stephens College,College,Education,Child development: infancy,CH113,HF,L
Stephens College,College,Education,Child development: the adolescent years,CH119,VC,L
Stephens College,College,Education,Creative activities for children,ED235,3S,L
Stephens College,College,Education,"Literature for children: person, place, time",CH355,3S,U
Stephens College,College,Education,The child: lifespan and cross-cultural perspective,CH114,3S,L
Stephens College,College,English,American literature I,EN269,3S,L
Stephens College,College,English,English literary traditions I,EN271,3S,L
Stephens College,College,English,"Literary studies: Austen, Bronte, Burney, Eliot",EN255,3S,L
Stephens College,College,English,Shakespeare,EN345,3S,U
Stephens College,College,Fashion,Buying for retail,FA401,3S,U
Stephens College,College,Fashion merchandising strategies and,decision making,FA314,3S,U
Stephens College,College,Fashion merchandising strategies and,Foundations of fashion design,FA272,3S,L
Stephens College,College,Foundations of fashion merchandising,Introduction to fashion,FA170,3S,L
Stephens College,College,Foundations of fashion merchandising,Retailing,FA285,3S,L
Stephens College,College,General Humanities,The humanities: introduction to the arts,HU121,3S,L
Stephens College,College,Geology,Alternative forms of energy,NS298,3S,L
Stephens College,College,Geology,Astronomy,NS298,3S,L
Stephens College,College,Geology,Geology I: glaciers,GL111,3S,L
Stephens College,College,Geology,Geology 1: historical geology,GL111,3S,L
Stephens College,College,Geology,Geology I: oceans,GL111,3S,L
Stephens College,College,Geology,Geology I: rivers,GL111,3S,L
Stephens College,College,Geology,Geology 1: volcanoes,GL111,3S,L
Stephens College,College,Geology,Introduction to meteorology,NS298,3S,L
Stephens College,College,Comparative health record and information,systems,HM403,3S,U
Stephens College,College,Comparative health record and information,Health care finance,HI360,3S,U
Stephens College,College,Comparative health record and information,Health information systems,HM351,3S,U
Stephens College,College,Legal and ethical issues in health,information management,HM330,3S,U
Stephens College,College,Management of coding and reimbursement,systems,HM347,3S,U
Stephens College,College,Mathematics,Introduction to statistics,MA207,3S,L
Stephens College,College,Natural Sciences,Bird Study,BI298,3S,L
Stephens College,College,Essentials of human anatomy and,physiology,BI345,6S,U
Stephens College,College,Essentials of human anatomy and,Wildlife photography,BI298,3S,L
Stephens College,College,"Philosophy, Law, and Rhetoric",Argument,PL306,3S,U
Stephens College,College,"Philosophy, Law, and Rhetoric",Biomedical ethics,PH310,3S,U
Stephens College,College,"Philosophy, Law, and Rhetoric",Death and human existence,PH342,3S,U
Stephens College,College,"Philosophy, Law, and Rhetoric",Ethical issues,PH320,3S,U
Stephens College,College,"Philosophy, Law, and Rhetoric",Introduction to philosophy,PHI 04,3S,L
Stephens College,College,"Philosophy, Law, and Rhetoric",Introduction to religion,RE101,3S,L
Stephens College,College,"Philosophy, Law, and Rhetoric",Logic /critical thinking,PH201,3S,L
Stephens College,College,"Philosophy, Law, and Rhetoric",Philosophy and law seminar,PH330,3S,U
Stephens College,College,"Philosophy, Law, and Rhetoric",Religion in America,RE312,3S,U
Stephens College,College,Psychology,Abnormal psychology,PS320,3S,U
Stephens College,College,Psychology,Basic psychology,PS111,3S,L
Stephens College,College,Psychology,Counseling I,PS359,3S,U
Stephens College,College,Psychology,Educational psychology,PS211,3S,L
Stephens College,College,Psychology,Interviewing/case study,PS403,3S,U
Stephens College,College,Psychology,Learning and cognition,PS331,3S,U
Stephens College,College,Psychology,Psychological issues: applied specialties in psychology,PS441,3S,U
Stephens College,College,Psychological testing and personality,assessment,PS355,3S,U
Stephens College,College,Psychology and education of the,exceptional child,PS363,3S,U
Stephens College,College,Psychology and education of the,Psychology of adjustment,PS121,3S,L
Stephens College,College,Psychology and education of the,Psychology of personality,PS317,3S,U
Stephens College,College,Psychology and education of the,Psychology of women,PS301,3S,U
Stephens College,College,Psychology and education of the,Social psychology,PS315,3S,U
Stephens College,College,Psychology and education of the,The adult years,PS232,3S,L
Stephens College,College,Religion and Philosophy,American women's history since the Civil War,HI321,3S,U
Stephens College,College,Religion and Philosophy,Intentional communities,AM330,3S,U
Stephens College,College,Religion and Philosophy,Japanese culture and society,HI241,3S,L
Stephens College,College,Religion and Philosophy,Kennedy and L.B.J,HI364,3S,U
Stephens College,College,Religion and Philosophy,Microeconomics,EC202,3S,L
Stephens College,College,Religion and Philosophy,Modern Japan seminar,SO310,3S,U
Stephens College,College,Religion and Philosophy,Popular culture in 20th century America,AM315,3S,U
Stephens College,College,Religion and Philosophy,Social housekeepers: women and reform in America,AM322,3S,U
Stephens College,College,Religion and Philosophy,The American South,HI242,3S,L
Stephens College,College,Religion and Philosophy,The American West,HI240,3S,L
Stephens College,College,General / Interdisciplinary,Twentieth century America,HI205,3S,L
Stephens College,College,General / Interdisciplinary,Women and medicine: a cultural perspective,AM324,3S,U
Stephens College,College,General / Interdisciplinary,Women's lives,AM326,3S,U
Syracuse University,College,Anthropology,Global encounters: western and non-western cultures,186,"3S, VI",L
Syracuse University,College,Biological Science,General biology,I 150,"3S, LK",L
Syracuse University,College,Biological Science,General biology,II 250,"3S, LK",L
Syracuse University,College,History and philosophy of biological,Senior thesis: biology,459,3S,U
Syracuse University,College,Business Administration,Advanced accounting topics,432,3S,U
Syracuse University,College,Business Administration,Cost analysis and control,431,3S,U
Syracuse University,College,Business Administration,Data analysis,255,3S,L
Syracuse University,College,Business Administration,Decision models,257,3S,L
Syracuse University,College,Business Administration,Financial resources management,433,3S,U
Syracuse University,College,Business Administration,Introduction to accounting,230,3S,L
Syracuse University,College,Business Administration,Logistics,II 331,3S,U
Syracuse University,College,Business Administration,Logistics,III 332,3S,U
Syracuse University,College,Business Administration,Management and society,335,3S,U
Syracuse University,College,Business Administration,Marketing analysis,471,3S,U
Syracuse University,College,Business Administration,Marketing planning and control,473,3S,U
Syracuse University,College,Business Administration,Marketing strategy,472,3S,U
Syracuse University,College,"Money, banking, and international finance",Organization behavior,474,3S,U
Syracuse University,College,"Money, banking, and international finance",Personnel management,475,3S,U
Syracuse University,College,"Money, banking, and international finance",Special studies: accounting,437,VC,U
Syracuse University,College,Survev of the field of financial management,Theory of financial accounting,430,3S,U
Syracuse University,College,Criminal justice,American policing,373,3S,U
Syracuse University,College,Criminal justice,Constitutional law,376,3S,U
Syracuse University,College,Criminal justice,Internship,484,6S,U
Syracuse University,College,Earth Sciences,Environmental geology,240,3S,L
Syracuse University,College,Economics,Introduction to macroeconomics,253,3S,L
Syracuse University,College,Economics,Introduction to microeconomics,252,3S,L
Syracuse University,College,Fine Arts,Fine arts,I 112,3S,L
Syracuse University,College,Fine Arts,Fine arts,II 212,3S,L
Syracuse University,College,Fine Arts,Fine arts,III 312,3S,U
Syracuse University,College,Fine Arts,Fine arts,IV 412,3S,U
Syracuse University,College,Fine Arts,Senior thesis: humanities,419,VC,U
Syracuse University,College,Fine Arts,Special studies in humanities,318,VC,U
Syracuse University,College,Food Systems Management,Beverage management,498,2S,U
Syracuse University,College,Food Systems Management,Catering,397,2S,U
Syracuse University,College,Food Systems Management,Food retailing,198,IS,U
Syracuse University,College,Food Systems Management,Food science,I 185,3S,L
Syracuse University,College,Food Systems Management,Food service facilities planning,498,3S,U
Syracuse University,College,Food Systems Management,Food service practicum,399,6S,U
Syracuse University,College,Food Systems Management,Meal management,186,3S,L
Syracuse University,College,Food Systems Management,Menu development,294,IS,L
Syracuse University,College,Food Systems Management,Nutrition in health,285,3S,L
Syracuse University,College,Food Systems Management,Professional development,498,1S,U
Syracuse University,College,Food Systems Management,"Purchasing, receiving, storage",396,2S,U
Syracuse University,College,Food Systems Management,Senior seminar,491,IS,U
Syracuse University,College,Food Systems Management,Special studies: food systems management,498,VC,U
Syracuse University,College,Literature,Conflict and structure,115,3S,L
Syracuse University,College,Literature,Fiction and ideas,315,3S,U
Syracuse University,College,Literature,Image and metaphor,215,3S,L
Syracuse University,College,Literature,Literature 4,410,3S,U
Syracuse University,College,Elementary concepts of modern,mathematics,120,3S,L
Syracuse University,College,Elementary concepts of modern,History and philosophy of math,422,3S,U
Syracuse University,College,Elementary concepts of modern,Introduction to statistics,I 225,3S,L
Syracuse University,College,Elementary concepts of modern,Introduction to statistics,II 226,3S,L
Syracuse University,College,Elementary concepts of modern,Linear algebra,121,3S,L
Syracuse University,College,Elementary concepts of modern,Linear programming,220,3S,L
Syracuse University,College,Elementary concepts of modern,Mathematical models,II 321,3S,U
Syracuse University,College,Elementary concepts of modern,Programming language for math,328,3S,U
Syracuse University,College,Elementary concepts of modern,Senior thesis,429,3S,U
Syracuse University,College,Philosophy,Logic,114,3S,L
Syracuse University,College,Philosophy,Philosophy,111,3S,L
Syracuse University,College,Philosophy,Philosophy 2,211,3S,L
Syracuse University,College,Philosophy,Philosophy 3,311,3S,U
Syracuse University,College,Philosophy,Philosophy 4,411,3S,U
Syracuse University,College,Physical Science,History of physical science,460,3S,U
Syracuse University,College,Physical Science,Physical science,I 160,3S,L
Syracuse University,College,Physical Science,Physical science,II 260,3S,L
Syracuse University,College,Physical Science,"Science, energy, and man",360,3S,U
Syracuse University,College,Physical Science,Senior thesis: physical science,469,3S,U
Syracuse University,College,Physical Science,Special studies: physical science,368,VC,U
Syracuse University,College,Political Science,[ntroducton to political science,141,3S,L
Syracuse University,College,Political Science,1 aw and society,345,3S,U
Syracuse University,College,Psychology,Behavioral science methods,244,3S,L
Syracuse University,College,Psychology,Personality and interaction,242,3S,L
Syracuse University,College,Psychology,Social psychology,181,3S,L
Syracuse University,College,Social Sciences,Advanced social sciences,440,VC,U
Syracuse University,College,Social Sciences,American history since 1865,343,3S,U
Syracuse University,College,Social Sciences,Early American history,342,3S,U
Syracuse University,College,Social Sciences,Senior thesis: social sciences,449,VC,U
Syracuse University,College,Social Sciences,Special studies: social studies,348,VC,U
Syracuse University,College,Sociology,Introduction to sociology,240,3S,L
Syracuse University,Graduate,Accounting,Advanced financial accounting,751,3S,
Syracuse University,Graduate,Accounting,Managerial accounting,752,3S,
Syracuse University,Graduate,Advertising Design,Independent study,690,3S,
Syracuse University,Graduate,Advertising Design,Master's thesis,997,3S,
Syracuse University,Graduate,Advertising Design,TV studio,643,3S,
Syracuse University,Graduate,Finance,Financial theory of the firm,761,3S,
Syracuse University,Graduate,Illustration,Aesthetics,701,3S,
Syracuse University,Graduate,Illustration,Aesthetics (grad seminar),702,3S,
Syracuse University,Graduate,Illustration,Business of freelance illustration,683,3S,
Syracuse University,Graduate,Illustration,Illustration communication,760,6S,
Syracuse University,Graduate,Illustration,Illustration research problems,660,6S,
Syracuse University,Graduate,Management,Motivation in organizations,781,3S,
Syracuse University,Graduate,Management,Selected topics,600,VC,
Syracuse University,Graduate,Managerial Control,Basic finance,611,3S,
Syracuse University,Graduate,THEINDEPENDENTSTUDYCATALOG Ill,Introduction to financial accounting,612,3S,
Syracuse University,Graduate,THEINDEPENDENTSTUDYCATALOG Ill,Macroeconomics,600,3S,
Syracuse University,Graduate,THEINDEPENDENTSTUDYCATALOG Ill,Marketing management,613,3S,
Syracuse University,Graduate,THEINDEPENDENTSTUDYCATALOG Ill,Microeconomics,615,3S,
Syracuse University,Graduate,THEINDEPENDENTSTUDYCATALOG Ill,Operations management,614,3S,
Syracuse University,Graduate,Managerial Dynamics,Business and public policy,713,3S,
Syracuse University,Graduate,Managerial Dynamics,Decision models,714,3S,
Syracuse University,Graduate,Managerial Dynamics,Organizational behavior,711,3S,
Syracuse University,Graduate,Managerial Dynamics,Policy formulation,715,3S,
Syracuse University,Graduate,Managerial Dynamics,Resource management,712,3S,
Syracuse University,Graduate,Buyer behavior and marketing management,Marketing research,771,3S,
Syracuse University,Graduate,Quantitative Methods,Computer laboratory,621,IS,
Syracuse University,Graduate,Introduction to statistics for management,MIS concepts,623,IS,
Syracuse University,Graduate,Mathematics for management application,Principles of management science,742,3S,
Syracuse University,Graduate,Mathematics for management application,Regression and correlation,743,3S,
Syracuse University,Graduate,Mathematics for management application,Systems analysis,741,3S,
Syracuse University,Graduate,Comparative cultural analysis I/Soviet,government,780,3S,
Syracuse University,Graduate,Comparative cultural analysis I/Soviet,Comparative cultural analysis II/U.S. history,715-1,3S,
Syracuse University,Graduate,Comparative cultural analysis I/Soviet,Comparative cultural analysis II/U.S. history,715-2,3S,
Syracuse University,Graduate,Comparative cultural analysis III /Asia,Comparative political systems: Latin America/Mexico,780-2,3S,
Syracuse University,Graduate,Comparative cultural analysis III /Asia,International law,652,3S,
Syracuse University,Graduate,International relations /Soviet foreign policy,Introductory seminar,831,3S,
Syracuse University,Graduate,Reading and research /independent study,project,750,VC,
Syracuse University,Graduate,Reading and research /independent study,"War and society, part",I 715-3,3S,
Syracuse University,Graduate,Reading and research /independent study,"War and society, part",II 715-4,3S,
Taylor University,College,Art,Introduction to art,AR172,"2S, VI",L
Taylor University,College,Biblical Studies,Acts,BB330,2S,U
Taylor University,College,Biblical Studies,Analysis of I Corinthians,GR306,3S,U
Taylor University,College,Biblical Studies,Analysis of Mark,GR305,3S,U
Taylor University,College,Elementary Old Testament Hebrews III,Genesis,BB217,3S,L
Taylor University,College,Texas lech University,Historical books,BB216,3S,L
Taylor University,College,Texas lech University,Inductive studios,BB272,2S,L
Taylor University,College,Texas lech University,John,BB311,2S,U
Taylor University,College,Texas lech University,Matthew,BB218,2S,L
Taylor University,College,Texas lech University,New Testament survey,BB209,VC,L
Taylor University,College,Texas lech University,Old Testament survey,BB109,VC,L
Taylor University,College,Texas lech University,Pauline Epistles,BB331,3S,U
Taylor University,College,Texas lech University,Poetic and wisdom literature,BB350,2S,U
Taylor University,College,Texas lech University,Romans,BB313,3S,U
Taylor University,College,Texas lech University,The Pentateuch,BB320,3S,U
Taylor University,College,Texas lech University,The Gospels,BB341,3S,U
Taylor University,College,Biology,Biological science survey,BI105,3S,L
Taylor University,College,Christian Ministries,Cross-cultural evangelism,RE375,3S,U
Taylor University,College,Christian Ministries,Evangelism and discipleship,PM122,2S,L
Taylor University,College,Christian Ministries,Ministry to adults,CE223,3S,L
Taylor University,College,Christian Ministries,Ministry to children,CE219,"3S, AC",L
Taylor University,College,Christian Ministries,Ministry to youth,CE221,3S,L
Taylor University,College,Christian Ministries,Modern cults,RE225,3S,L
Taylor University,College,Christian Ministries,Pastoral theology,PM251,3S,L
Taylor University,College,Christian Ministries,Worship,PM111,"2S, AC",L
Taylor University,College,Education,Educational psychology,ED260,3S,L
Taylor University,College,English,American literature,EN240,4S,L
Taylor University,College,English,British literature,EN250,4S,L
Taylor University,College,Geography,Physical geography,GE200,3S,L
Taylor University,College,Geography,Physical science survey,PH119,3S,L
Taylor University,College,History,American religious history,HI230,2S,L
Taylor University,College,History,Early Christianity,HI232,3S,L
Taylor University,College,History,European Christianity,HI234,3S,L
Taylor University,College,History,Reformation Christianity,HI233,3S,L
Taylor University,College,History,U.S. History I,HI122,3S,L
Taylor University,College,History,U.S. History II,HI123,3S,L
Taylor University,College,History,World History I,HI101,3S,L
Taylor University,College,History,World History II,HI102,3S,L
Taylor University,College,Music,Hymnology and liturgy,MU402,2S,U
Taylor University,College,Music,Music appreciation,MU149,"2S, AC",L
Taylor University,College,Music,Music fundamentals,MU121,2S,L
Taylor University,College,Music,Music fundamentals II,MU122,3S,L
Taylor University,College,Philosophy,Apologetics,PH412,3S,U
Taylor University,College,Philosophy,Contemporary issues,PH262,3S,L
Taylor University,College,Philosophy,Introduction to philosophy,PHI 10,3S,L
Taylor University,College,Philosophy,Logic,PH201,"3S, CI",L
Taylor University,College,Philosophy,Theology I,RE343,3S,U
Taylor University,College,Philosophy,Theology 11,RE344,3S,U
Taylor University,College,Philosophy,Theology III,RE345,3S,U
Taylor University,College,Psychology,Fundamentals of counseling,PS461,3S,U
Taylor University,College,Psychology,General psychology,PS200,3S,L
Taylor University,College,Integration of psychology and Christianity,Research in psychology,PS272,3S,L
Taylor University,College,Integration of psychology and Christianity,Theories of personality,PS400,3S,U
Taylor University,College,Sociology,Cultural anthropology,S0352,3S,U
Taylor University,College,Sociology,Social problems,SO210,3S,L
Texas Tech University,High School,Accounting,Correlated language arts III,CL11A,HF,
Texas Tech University,High School,Accounting,Correlated language arts III CLUB (HF) Correlated language arts IV,CL12A,HF,
Texas Tech University,High School,Accounting,Correlated language arts IV,CL12B,HF,
Texas Tech University,High School,Economics,English II semester 2,EN10B,HF,
Texas Tech University,High School,Economics,English III semester 1,EN11A,HF,
Texas Tech University,High School,Economics,English III semester 2,EN11B,HF,
Texas Tech University,High School,Economics,English IV honors,EH12A,HF,
Texas Tech University,High School,Economics,English IV honors,EH12B,HF,
Texas Tech University,High School,Economics,English IV semester 1,EN12A,HF,
Texas Tech University,High School,Economics,English IV semester 2,EN12B,HF,
Texas Tech University,College,Accounting,Elementary accounting I,A2300,3S,L
Texas Tech University,College,Accounting,Elementary accounting II,A2301,3S,L
Texas Tech University,College,Agriculture,Cooperatives in agriculture,A3303,3S,U
Texas Tech University,College,Algebra,College algebra Ml,320,3S,L
Texas Tech University,College,Anthropology,Cultural anthropology,C2302,3S,L
Texas Tech University,College,Introduction to production and operations,management 1,3344,3S,U
Texas Tech University,College,Business Law,Business law I,B3391,3S,U
Texas Tech University,College,Business and Technical Writing,Technical writing,E2309,3S,L
Texas Tech University,College,Courtship and Marriage,Courtship and marriage,F2322,3S,L
Texas Tech University,College,Courtship and Marriage,/ conomics Principles of economics I,P2301,3S,L
Texas Tech University,College,Courtship and Marriage,Principles of economics II,P2302,3S,L
Texas Tech University,College,English language and Literature,Advanced college rhetoric El,302,3S,L
Texas Tech University,College,English language and Literature,American novel,E3326,3S,U
Texas Tech University,College,English language and Literature,Essentials of college rhetoric El,301,3S,L
Texas Tech University,College,English language and Literature,Literature before 1700,E2301,3S,L
Texas Tech University,College,English language and Literature,Short story,E3331,3S,U
Texas Tech University,College,Finance,Corporation finance I,F3320,3S,U
Texas Tech University,College,Finance,Investments,F4324,3S,U
Texas Tech University,College,Food and Nutrition Studies,Nutrition and food,F1410,4S,L
Texas Tech University,College,Geometry,Analytical geometry Ml,350,3S,L
Texas Tech University,College,History,History of Texas,H3310,3S,U
Texas Tech University,College,History,History of baseball,H3339,3S,U
Texas Tech University,College,History,History of sports and recreation in the U.S,H3338,3S,U
Texas Tech University,College,History,History of the U.S. since 1877,H2301,3S,L
Texas Tech University,College,History,History of the U.S. to 1877,H2300,3S,L
Texas Tech University,College,Latin American Studies,Modern Latin America,H3382,3S,U
Texas Tech University,College,Management,Managerial communication,M3373,3S,U
Texas Tech University,College,Marketing,Introduction to marketing,M3350,3S,U
Texas Tech University,College,Mathematics,Calculus I,M1351,3S,L
Texas Tech University,College,Mathematics,Calculus II Ml,352,3S,L
Texas Tech University,College,Mathematics,Calculus III,M2350,3S,L
Texas Tech University,College,Music,Songwriting,MU130,"3S, AC",L
Texas Tech University,College,Philosophy,Beginning philosophy,P2300,3S,L
Texas Tech University,College,Plant and Soil Science,Soil fertility management,P4335,3S,U
Texas Tech University,College,Political Science,American public policy,A2302,3S,L
Texas Tech University,College,Psychology,Abnormal psychology,P4305,3S,U
Texas Tech University,College,Psychology,Adolescent psychology,P2305,3S,L
Texas Tech University,College,Psychology,Child psychology,P2301,3S,L
Texas Tech University,College,Psychology,"Drugs, alcohol, and behavior",P4325,3S,U
Texas Tech University,College,Psychology,General psychology,PI 300,"3S, CI",L
Texas Tech University,College,Psychology of human sexual behavior,Stress management 4,3995,3S,U
Texas Tech University,College,Public Relations,Principles of public relations,P3310,3S,U
Texas Tech University,College,Managing leisure services organizations,Hospitality control I,R2322,3S,L
Texas Tech University,College,Managing leisure services organizations,Hospitality control II,R3322,3S,L
Texas Tech University,College,Managing leisure services organizations,Hotel operations,R2308,3S,L
Texas Tech University,College,Introduction to beverage management,Travel and tourism,R3350,3S,U
Texas Tech University,College,Sociology,Current social problems,SI 320,3S,L
Texas Tech University,College,Sociology,Introduction to sociology,SI 301,3S,L
Texas Tech University,College,Statistics,Statistical methods,M2300,3S,U
Texas Tech University,College,Teacher Education,Improve student behavior,E2192,IS,L
Texas Tech University,College,Teacher Education,Substitute teaching,E2192,IS,L
Texas Tech University,College,Trigonometry,Trigonometry,M1321,3S,L
Texas Tech University,College,Western Civilization,Western civilization I,H1300,3S,L
Texas Tech University,College,Western Civilization,Western civilization II,HI 301,3S,L
Texas Tech University,Graduate,Introduction to small computers in,education,E5318,"3S, CI",
Texas Tech University,Graduate,"Psychology, Counseling, and Guidance",Reality therapy and control 5,3691,3S,
Texas Tech University,Graduate,"Psychology, Counseling, and Guidance",Stress management 5,3695,3S,
Texas Tech University,Noncredit,English Creative Writing,Creative autobiography,NC702,NC,
Texas Tech University,Noncredit,English Creative Writing,Creative writing,NC701,NC,
Texas Tech University,Noncredit,English Creative Writing,Express yourself in poetry,NC703,NC,
Texas Tech University,Noncredit,"Writing /publishing stories, books, and",articles,NC711,NC,
Texas Tech University,Noncredit,English Technical and Business Writing,Business English,NC728,NC,
Texas Tech University,Noncredit,English Technical and Business Writing,Business writing,NC731,NC,
Texas Tech University,Noncredit,English Technical and Business Writing,How to write a business plan,NC751,NC,
Texas Tech University,Noncredit,Journalism,Letters from the people,NC709,NC,
Texas Tech University,Noncredit,Personal and Miscellaneous Services,Projecting yourself as a winner,NC705,NC,
Texas Tech University,Noncredit,Personal and Miscellaneous Services,Re-entering the workplace,NC710,NC,
Texas Tech University,Noncredit,Real Estate,Real estate brokerage,NC753,NC,
Texas Tech University,Noncredit,SAT Review,SAT and ACT test preparation,NC700,NC,
Texas Tech University,Noncredit,Social Sciences and History,Genealogy,NC707,NC,
Texas Tech University,Noncredit,"Researching, writing, and publishing local",history,NC708,NC,
Texas Tech University,College,Anthropology,Introduction to anthropology,101,"3S, VI",L
Texas Tech University,College,Asian Studies,Asian Studies,I 301,"3S, VI",U
Texas Tech University,College,Biology,Introductory biology,106,"3S, VI",L
Texas Tech University,College,Business,Business law,201,"3S, VI",L
Texas Tech University,College,Business,Business mathematics,161,"3S, VI",L
Texas Tech University,College,Business,Introduction to business,101,"3S, VI",L
Texas Tech University,College,Chemistry,Organic chemistry,310,3S,U
Texas Tech University,College,Chemistry,Survey of chemistry,101,"3S, VI",L
Texas Tech University,College,Computer Science,"Data Proce^in^ Computer ""literacy",107,"3S, VI",L
Texas Tech University,College,Earth Science,General earth science,101,"3S, VI",L
Texas Tech University,College,Economics,International economics,490,"3S, VI, CI",U
Texas Tech University,College,Economics,Macroeconomics,111,"3S, VI, AC",L
Texas Tech University,College,Economics,Microeconomics,112,"3S, VI, AC",L
Texas Tech University,College,Education,Gifted and talented students,387,3S,U
Texas Tech University,College,Environmental Science,Environmental science,200,"3S, VI",L
Texas Tech University,College,Film,American cinema,110,"3S, VI, CI",L
Texas Tech University,College,Geological Science,Geological science,100,"3S, VI",L
Texas Tech University,College,History,African history and culture,301,"3S, VI",U
Texas Tech University,College,History,American history,I 113,"3S, AC",L
Texas Tech University,College,History,American history,II 114,"3S, AC",L
Texas Tech University,College,History,The Middle East,310,"3S, VI",U
Texas Tech University,College,History,War and American society,310,"3S, VI",U
Texas Tech University,College,History,Western civilization,I 101,"3S, VI",L
Texas Tech University,College,History,Western civilization,II 102,"3S, VI",L
University of Alabama,High School,English,Basic grammar review,13,HF,
University of Alabama,High School,Health Sciences,Health education,10,HF,
University of Alabama,High School,History,Algebra I9A(HF) Algebra 1 ^B (HF) Algebra 11 11 A (HF) Algebra HUB (HF) Consumer mathematics,14,HF,
University of Alabama,High School,History,General mathematics 13A (HF) General mathematics 13B (HF) Trigonometry,12,HF,
University of Alabama,College,English,English composition,I 101C,3S,L
University of Alabama,College,English,English composition,II 102C,3S,L
University of Alabama,College,English Language and Literature,American literature,I 209C,3S,L
University of Alabama,College,English Language and Literature,English literature,II 206C,3S,L
University of Alabama,College,German,Elementary German,I 101C,"4S, AC",L
University of Alabama,College,German,Elementary German,II 102C,"4S, AC",L
University of Alabama,College,German unification and contemporary,Intermediate German,II 202C,"3S, AC",L
University of Alabama,College,History,Precalculus algebra,II 112C,3S,L
University of Alabama,College,Statistics,Statistical methods,I 250C,3S,L
University of Alabama,College,Statistics,History of the theater,II 452C,3S,U
University of Alabama,College,Statistics,Playwriting,I 482C,3S,U
University of Alaska,College,Accounting,Elementary accounting,I 101,3S,L
University of Alaska,College,Accounting,Elementary accounting,II 102,3S,L
University of Alaska,College,Alaska Native Studies,Alaska native land settlement,310,3S,U
University of Alaska,College,Anthropology,Introduction to anthropology,101,3S,L
University of Alaska,College,Anthropology,Native cultures of Alaska,242,"3S, VI",L
University of Alaska,College,Applied Business,Applied business law,I 241,3S,L
University of Alaska,College,Applied Business,Applied business law,II 242,3S,L
University of Alaska,College,Applied Business,Basics of investing,120,3S,L
University of Alaska,College,Applied Business,Real estate law,223,3S,L
University of Alaska,College,Aviation Technology,Private pilot ground school,100,"4S, LK",L
University of Alaska,College,Biology,Introduction to marine biology,150,3S,L
University of Alaska,College,Biology,Natural history of Alaska,104,3S,L
University of Alaska,College,Business Administration,Introduction to business,151,3S,L
University of Alaska,College,Business Administration,Principles of advertising,326,"3S, AC",U
University of Alaska,College,Business Administration,Principles of marketing,343,3S,U
University of Alaska,College,Business Administration,Tourism principles and practices,160,3S,L
University of Alaska,College,Developmental English,Preparatory college English,070,"3S, AC",L
University of Alaska,College,Developmental Math,Basic college mathematics,050,"3S, AC",L
University of Alaska,College,Developmental Math,Elementary algebra,060,"3S, AC",L
University of Alaska,College,Developmental Math,Intermediate algebra,070,"3S, AC",L
University of Alaska,College,Developmental Math,Review of basic geometry,081,"IS, AC",L
University of Alaska,College,Economics,Principles of economics,200,3S,L
University of Alaska,College,Building a practical philosophy of,education,422,"3S, VI, AC",U
University of Alaska,College,Building a practical philosophy of,Introduction to the Internet,II 293,"IS, CI",L
University of Alaska,College,Building a practical philosophy of,Literature for children,304,"3S, VI, AC",U
University of Alaska,College,Building a practical philosophy of,The exceptional learner,375,3S,U
University of Alaska,College,Geography,Elements of physical geography,205,3S,L
