naics_code,description_en,description_fr,year
62149,Other out-patient care centres,Autres centres de soins ambulatoires,2024
62151,Medical and diagnostic laboratories,Laboratoires médicaux et d'analyses diagnostiques,2024
62161,Home health care services,Services de soins de santé à domicile,2024
62191,Ambulance services,Services d'ambulance,2024
62199,All other ambulatory health care services,Tous les autres services de soins de santé ambulatoires,2024
62211,General medical and surgical hospitals,Hôpitaux généraux et hôpitaux de soins chirurgicaux,2024
62221,Psychiatric and substance use hospitals,Hôpitaux psychiatriques et hôpitaux pour les troubles liés à la consommation d'alcool ou de drogues,2024
62231,Specialty hospitals (except psychiatric and substance use),Hôpitaux spécialisés (sauf psychiatriques et pour les problèmes liés à la consommation d'alcool et de drogues),2024
62311,Nursing care facilities,Établissements de soins infirmiers,2024
62321,Residential facilities for persons with a developmental disability,Établissements résidentiels pour personnes ayant une incapacité liés au développement,2024
62322,Residential facilities for persons with a mental health or substance use condition,Établissements résidentiels pour personnes ayant un problème de santé mentale ou un problème de consommation d'alcool et de drogues,2024
62331,Community care facilities for the elderly,Établissements communautaires de soins pour personnes âgées,2024
62399,Other residential care facilities,Autres établissements de soins pour bénéficiaires internes,2024
62411,Child and youth services,Services à l'enfance et à la jeunesse,2024
62412,Services for the elderly and persons with a disability,Services aux personnes âgées et aux personnes ayant une incapacité,2024
62419,Other individual and family services,Autres services individuels et familiaux,2024
62421,Community food services,Services communautaires d'alimentation,2024
62422,Community housing services,Services communautaires d'hébergement,2024
62423,Emergency and other relief services,Services d'urgence et autres secours,2024
62431,Vocational rehabilitation services,Services de réadaptation professionnelle,2024
62441,Child day-care services,Services de garderie,2024
71111,Theatre companies and dinner theatres,Compagnies de théâtre et cafés-théâtres,2024
71112,Dance companies,Compagnies de danse,2024
71113,Musical groups and artists,Formations musicales et musiciens,2024
71119,Other performing arts companies,Autres compagnies d'arts d'interprétation,2024
71121,Spectator sports,Sports-spectacles,2024
71131,"Promoters (presenters) of performing arts, sports and similar events with facilities","Promoteurs (diffuseurs) d'événements artistiques et sportifs et d'événements similaires, avec installations",2024
71132,"Promoters (presenters) of performing arts, sports and similar events without facilities","Promoteurs (diffuseurs) d'événements artistiques et sportifs et d'événements similaires, sans installations",2024
71141,"Agents and managers for artists, athletes, entertainers and other public figures","Agents et représentants d'artistes, d'athlètes et d'autres personnalités publiques",2024
71151,"Independent artists, writers and performers","Artistes, auteurs et interprètes indépendants",2024
71211,Museums,Musées,2024
71212,Historic and heritage sites,Lieux historiques et d'intérêt patrimonial,2024
71213,Zoos and botanical gardens,Jardins zoologiques et botaniques,2024
71219,Nature parks and other similar institutions,Parcs naturels et autres institutions similaires,2024
71311,Amusement and theme parks,Parcs d'attractions et jardins thématiques,2024
71312,Amusement arcades,Salles de jeux électroniques,2024
71321,Casinos (except casino hotels),Casinos (sauf hôtels-casinos),2024
71329,Other gambling industries,Autres jeux de hasard et loteries,2024
71391,Golf courses and country clubs,Terrains de golf et country clubs,2024
71392,Skiing facilities,Centres de ski,2024
71393,Marinas,Marinas,2024
71394,Fitness and recreational sports centres,Centres de sports récréatifs et de conditionnement physique,2024
71395,Bowling centres,Salles de quilles,2024
71399,Other amusement and recreation industries,Autres services de divertissement et de loisirs,2024
72111,Hotels (except casino hotels) and motels,Hôtels et motels (sauf les hôtels-casinos),2024
72112,Casino hotels,Hôtels-casinos,2024
72119,Other traveller accommodation,Autres services d'hébergement des voyageurs,2024
72121,Recreational vehicle (RV) parks and recreational camps,Parcs pour véhicules récréatifs (VR) et camps de loisirs,2024
72131,Rooming and boarding houses,Maisons de chambres et pensions de famille,2024
72231,Food service contractors,Services de restauration contractuels,2024
72232,Caterers,Traiteurs,2024
72233,Mobile food services,Cantines et comptoirs mobiles,2024
72241,Drinking places (alcoholic beverages),Débits de boissons alcoolisées,2024
72251,Full-service restaurants and limited-service eating places,Restaurants à service complet et établissements de restauration à service restreint,2024
81111,Automotive mechanical and electrical repair and maintenance,Réparation et entretien mécaniques et électriques de véhicules automobiles,2024
81112,"Automotive body, paint, interior and glass repair","Réparation de la carrosserie, de la peinture, de l'intérieur et des vitres de véhicules automobiles",2024
81119,Other automotive repair and maintenance,Autres services de réparation et d'entretien de véhicules automobiles,2024
81121,Electronic and precision equipment repair and maintenance,Réparation et entretien de matériel électronique et de matériel de précision,2024
81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,Réparation et entretien de machines et de matériel d'usage commercial et industriel (sauf les véhicules automobiles et le matériel électronique),2024
81141,Home and garden equipment and appliance repair and maintenance,Réparation et entretien d'appareils ménagers et de matériel de maison et de jardin,2024
81142,Reupholstery and furniture repair,Rembourrage et réparation de meubles,2024
81143,Footwear and leather goods repair,Réparation de chaussures et de maroquinerie,2024
81149,Other personal and household goods repair and maintenance,Autres services de réparation et d'entretien d'articles personnels et ménagers,2024
81211,Hair care and esthetic services,Services de coiffure et d'esthétique,2024
81219,Other personal care services,Autres services de soins personnels,2024
81221,Funeral homes,Salons funéraires,2024
81222,Cemeteries and crematoria,Cimetières et crématoriums,2024
81231,Coin-operated laundries and dry cleaners,Blanchisseries et nettoyeurs à sec libre-service,2024
81232,Dry cleaning and laundry services (except coin-operated),Services de nettoyage à sec et de blanchissage (sauf le libre-service),2024
81233,Linen and uniform supply,Fourniture de linge et d'uniformes,2024
81291,Pet care (except veterinary) services,Soins pour animaux de maison (sauf vétérinaires),2024
81292,Photo finishing services,Services de développement et de tirage de photos,2024
81293,Parking lots and garages,Stationnements et garages,2024
81299,All other personal services,Tous les autres services personnels,2024
81311,Religious organizations,Organismes religieux,2024
81321,Grant-making and giving services,Fondations et organismes de charité,2024
81331,Social advocacy organizations,Organismes d'action sociale,2024
81341,Civic and social organizations,Organisations civiques et sociales,2024
81391,Business associations,Associations de gens d'affaires,2024
81392,Professional organizations,Organisations professionnelles,2024
81393,Labour organizations,Organisations syndicales,2024
81394,Political organizations,Organisations politiques,2024
81399,Other membership organizations,Autres associations,2024
81411,Private households,Ménages privés,2024
91111,Defence services,Services de défense,2024
91121,Federal courts of law,Tribunaux fédéraux,2024
91122,Federal correctional services,Services correctionnels fédéraux,2024
91123,Federal police services,Services de police fédéraux,2024
91124,Federal regulatory services,Services de réglementation fédéraux,2024
91129,Other federal protective services,Autres services de protection fédéraux,2024
91131,Federal labour and employment services,Services fédéraux relatifs à la main-d'oeuvre et à l'emploi,2024
91132,Immigration services,Services d'immigration,2024
91139,"Other federal labour, employment and immigration services","Autres services fédéraux relatifs à la main-d'oeuvre, à l'emploi et à l'immigration",2024
91141,Foreign affairs,Affaires étrangères,2024
91142,International assistance,Aide internationale,2024
91191,Other federal government public administration,Autres services de l'administration publique fédérale,2024
91211,Provincial courts of law,Tribunaux provinciaux,2024
91212,Provincial correctional services,Services correctionnels provinciaux,2024
91213,Provincial police services,Services de police provinciaux,2024
91214,Provincial fire-fighting services,Services provinciaux de lutte contre les incendies,2024
91215,Provincial regulatory services,Services de réglementation provinciaux,2024
91219,Other provincial protective services,Autres services de protection provinciaux,2024
91221,Provincial labour and employment services,Services provinciaux relatifs à la main-d'oeuvre et à l'emploi,2024
91291,Other provincial and territorial public administration,Autres services des administrations publiques provinciales et territoriales,2024
91311,Municipal courts of law,Cours municipales,2024
91312,Municipal correctional services,Services correctionnels municipaux,2024
91313,Municipal police services,Services de police municipaux,2024
91314,Municipal fire-fighting services,Services municipaux de lutte contre les incendies,2024
91315,Municipal regulatory services,Services de réglementation municipaux,2024
91319,Other municipal protective services,Autres services de protection municipaux,2024
91391,"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2024
91411,Indigenous public administration,Administrations publiques autochtones,2024
91911,International and other extra-territorial public administration,Organismes publics internationaux et autres organismes publics extra-territoriaux,2024
111110,Soybean farming,Culture du soja,2024
111120,Oilseed (except soybean) farming,Culture de plantes oléagineuses (sauf le soja),2024
111130,Dry pea and bean farming,Culture de pois et de haricots secs,2024
111140,Wheat farming,Culture du blé,2024
111150,Corn farming,Culture du maïs,2024
111160,Rice farming,Culture du riz,2024
111190,Other grain farming,Autres cultures céréalières,2024
111211,Potato farming,Culture de pommes de terre,2024
111219,Other vegetable (except potato) and melon farming,Autres cultures de légumes et de melons (sauf de pommes de terre),2024
111310,Orange groves,Culture d'oranges,2024
111320,Citrus (except orange) groves,Culture d'agrumes (sauf les oranges),2024
111330,Non-citrus fruit and tree nut farming,Culture de noix et de fruits (sauf les agrumes),2024
111411,Mushroom production,Culture de champignons,2024
111412,Cannabis grown under cover,Culture de cannabis sous abri,2024
111419,Other food crops grown under cover,Autres cultures vivrières en serre,2024
111421,Nursery and tree production,Culture en pépinière et arboriculture,2024
111422,Floriculture production,Floriculture,2024
111910,Tobacco farming,Culture du tabac,2024
111920,Cotton farming,Culture du coton,2024
111930,Sugar cane farming,Culture de la canne à sucre,2024
111940,Hay farming,Culture du foin,2024
111993,Fruit and vegetable combination farming,Culture mixte de fruits et de légumes,2024
111994,Maple syrup and products production,Production de sirop d'érable et d'autres produits de l'érable,2024
111995,Cannabis grown in open fields,Culture de cannabis en plein champ,2024
111999,All other miscellaneous crop farming,Toutes les autres cultures agricoles diverses,2024
112110,"Beef cattle ranching and farming, including feedlots","Élevage de bovins de boucherie, y compris l'exploitation de parcs d'engraissement",2024
112120,Dairy cattle and milk production,Élevage de bovins laitiers et production laitière,2024
112210,Hog and pig farming,Élevage de porcs,2024
112310,Chicken egg production,Production d'oeufs de poules,2024
112320,Broiler and other meat-type chicken production,Élevage de poulets à griller et d'autres volailles d'abattage,2024
112330,Turkey production,Élevage de dindons,2024
112340,Poultry hatcheries,Couvoirs,2024
112391,Combination poultry and egg production,Élevage de volailles combiné à la production d'oeufs,2024
112399,All other poultry production,Élevage de toutes autres volailles,2024
112410,Sheep farming,Élevage de moutons,2024
112420,Goat farming,Élevage de chèvres,2024
112510,Aquaculture,Aquaculture,2024
112910,Apiculture,Apiculture,2024
112920,Horse and other equine production,Élevage de chevaux et d'autres équidés,2024
112930,Fur-bearing animal and rabbit production,Élevage d'animaux à fourrure et de lapins,2024
112991,Animal combination farming,Élevage mixte d'animaux,2024
112999,All other miscellaneous animal production,Tous les autres types d'élevage divers,2024
113110,Timber tract operations,Exploitation de terres à bois,2024
113210,Forest nurseries and gathering of forest products,Pépinières forestières et récolte de produits forestiers,2024
113311,Logging (except contract),Exploitation forestière (sauf à forfait),2024
113312,Contract logging,Exploitation forestière à forfait,2024
114113,Salt water fishing,Pêche en eau salée,2024
114114,Freshwater fishing,Pêche en eau douce,2024
114210,Hunting and trapping,Chasse et piégeage,2024
115110,Support activities for crop production,Activités de soutien aux cultures agricoles,2024
115210,Support activities for animal production,Activités de soutien à l'élevage,2024
115310,Support activities for forestry,Activités de soutien à la foresterie,2024
211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),2024
211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,2024
211142,Mined oil sands extraction,Extraction minière de sables bitumineux,2024
212114,Bituminous coal mining,Extraction de charbon bitumineux,2024
212115,Subbituminous coal mining,Extraction de charbon subbitumineux,2024
212116,Lignite coal mining,Extraction de charbon de lignite,2024
212210,Iron ore mining,Extraction de minerais de fer,2024
212220,Gold and silver ore mining,Extraction de minerais d'or et d'argent,2024
212231,Lead-zinc ore mining,Extraction de minerais de plomb-zinc,2024
212232,Nickel-copper ore mining,Extraction de minerais de nickel-cuivre,2024
212233,Copper-zinc ore mining,Extraction de minerais de cuivre-zinc,2024
212291,Uranium ore mining,Extraction de minerais d'uranium,2024
212299,All other metal ore mining,Extraction de tous les autres minerais métalliques,2024
212314,Granite mining and quarrying,Extraction de granite,2024
212315,Limestone mining and quarrying,Extraction de calcaire,2024
212316,Marble mining and quarrying,Extraction de marbre,2024
212317,Sandstone mining and quarrying,Extraction de grès,2024
212323,Sand and gravel mining and quarrying,Extraction de sable et de gravier,2024
212326,"Shale, clay and refractory mineral mining and quarrying","Extraction de schiste, d'argile et de minerais réfractaires",2024
212392,Diamond mining,Extraction de diamant,2024
212393,Salt mining,Extraction de sel,2024
212394,Asbestos mining,Extraction d'amiante,2024
212395,Gypsum mining,Extraction de gypse,2024
212396,Potash mining,Extraction de potasse,2024
212397,Peat extraction,Extraction de tourbe,2024
212398,All other non-metallic mineral mining and quarrying,Extraction de tous les autres minerais non métalliques,2024
213111,Oil and gas contract drilling,Forage à forfait de puits de pétrole et de gaz,2024
213117,Contract drilling (except oil and gas),Forage à forfait (sauf de puits de pétrole et de gaz),2024
213118,Services to oil and gas extraction,Services relatifs à l'extraction de pétrole et de gaz,2024
213119,Other support activities for mining,Autres activités de soutien à l'extraction minière,2024
221111,Hydro-electric power generation,Production d'hydroélectricité,2024
221112,Fossil-fuel electric power generation,Production d'électricité à partir de combustibles fossiles,2024
221113,Nuclear electric power generation,Production d'électricité d'origine nucléaire,2024
221119,Other electric power generation,Autres activités de production d'électricité,2024
221121,Electric bulk power transmission and control,Transport et gestion d'électricité en bloc,2024
221122,Electric power distribution,Distribution d'électricité,2024
221210,Natural gas distribution,Distribution de gaz naturel,2024
221310,Water supply and irrigation systems,Réseaux d'aqueduc et systèmes d'irrigation,2024
221320,Sewage treatment facilities,Installations d'épuration des eaux usées,2024
221330,Steam and air-conditioning supply,Production de vapeur et conditionnement de l'air,2024
236110,Residential building construction,Construction résidentielle,2024
236210,Industrial building and structure construction,Construction de bâtiments et de structures à usage industriel,2024
236220,Commercial and institutional building construction,Construction de bâtiments à usage commercial et institutionnel,2024
237110,Water and sewer line and related structures construction,Construction d'aqueducs et d'égouts et structures connexes,2024
237120,Oil and gas pipeline and related structures construction,Construction d'oléoducs et de gazoducs et structures connexes,2024
237130,Power and communication line and related structures construction,Construction de lignes de transmission d'énergie électrique et de télécommunication et structures connexes,2024
237210,Land subdivision,Lotissement de terrains,2024
237310,"Highway, street and bridge construction","Construction de routes, de rues et de ponts",2024
237990,Other heavy and civil engineering construction,Autres travaux de génie civil,2024
238110,Poured concrete foundation and structure contractors,Entrepreneurs en travaux de fondations et de structure en béton coulé,2024
238120,Structural steel and precast concrete contractors,Entrepreneurs en montage de charpentes d'acier et mise en place de béton préfabriqué,2024
238130,Framing contractors,Entrepreneurs en charpenterie,2024
238140,Masonry contractors,Entrepreneurs en travaux de maçonnerie,2024
238150,Glass and glazing contractors,Entrepreneurs en travaux de vitrage et de vitrerie,2024
238160,Roofing contractors,Entrepreneurs en travaux de toiture,2024
238170,Siding contractors,Entrepreneurs en travaux de parements,2024
238190,"Other foundation, structure and building exterior contractors","Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur de bâtiment",2024
238210,Electrical contractors and other wiring installation contractors,Entrepreneurs en travaux d'électricité et en installation de câblage,2024
238220,"Plumbing, heating and air-conditioning contractors","Entrepreneurs en plomberie, chauffage et climatisation",2024
238291,Elevator and escalator installation contractors,Entrepreneurs en installation d'ascenseurs et d'escaliers roulants,2024
238299,All other building equipment contractors,Entrepreneurs en installation de tout autre équipement technique,2024
238310,Drywall and insulation contractors,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,2024
238320,Painting and wall covering contractors,Entrepreneurs en peinture et tapisserie,2024
238330,Flooring contractors,Entrepreneurs en travaux de revêtements de sol,2024
238340,Tile and terrazzo contractors,Entrepreneurs en pose de carreaux et coulage de terrazzo,2024
238350,Finish carpentry contractors,Entrepreneurs en petite menuiserie,2024
238390,Other building finishing contractors,Entrepreneurs en autres travaux de finition de bâtiment,2024
238910,Site preparation contractors,Entrepreneurs en préparation de terrains,2024
238990,All other specialty trade contractors,Tous les autres entrepreneurs spécialisés,2024
311111,Dog and cat food manufacturing,Fabrication d'aliments pour chiens et chats,2024
311119,Other animal food manufacturing,Fabrication d'aliments pour autres animaux,2024
311211,Flour milling,Minoterie,2024
311214,Rice milling and malt manufacturing,Usinage du riz et malterie,2024
311221,Wet corn milling,Mouture humide du maïs,2024
311224,Oilseed processing,Transformation de graines oléagineuses,2024
311225,Fat and oil refining and blending,Raffinage et mélange de graisses et d'huiles,2024
311230,Breakfast cereal manufacturing,Fabrication de céréales pour petit déjeuner,2024
311310,Sugar manufacturing,Fabrication de sucre,2024
311340,Non-chocolate confectionery manufacturing,Fabrication de confiseries non chocolatées,2024
311351,Chocolate and chocolate confectionery manufacturing from cacao beans,Fabrication de chocolat et de confiseries chocolatées à partir de fèves de cacao,2024
311352,Confectionery manufacturing from purchased chocolate,Fabrication de confiseries à partir de chocolat acheté,2024
311410,Frozen food manufacturing,Fabrication d'aliments congelés,2024
311420,"Fruit and vegetable canning, pickling and drying","Mise en conserve, marinage et séchage de fruits et de légumes",2024
311511,Fluid milk manufacturing,Fabrication de lait de consommation,2024
311515,"Butter, cheese, and dry and condensed dairy product manufacturing","Fabrication de beurre, de fromage et de produits laitiers secs et concentrés",2024
311520,Ice cream and frozen dessert manufacturing,Fabrication de crème glacée et de desserts congelés,2024
311614,Rendering and meat processing from carcasses,Fonte de graisses animales et transformation de la viande provenant de carcasses,2024
311615,Poultry slaughtering and processing,Abattage et transformation de la volaille,2024
311616,Beef cattle slaughtering,Abattage de bovins de boucherie,2024
311617,Hog slaughtering,Abattage de porcs,2024
311619,Other animal slaughtering,Abattage d'autres animaux,2024
311710,Seafood product preparation and packaging,Préparation et conditionnement de poissons et de fruits de mer,2024
311811,"Bakeries, manufacture of products for retail sale","Boulangeries, fabrication de produits pour la vente au détail",2024
311814,Commercial bakeries and frozen bakery product manufacturing,Boulangeries commerciales et fabrication de produits de boulangerie congelés,2024
311821,Cookie and cracker manufacturing,Fabrication de biscuits et de craquelins,2024
311824,"Flour mixes, dough, and pasta manufacturing from purchased flour","Fabrication de pâtes alimentaires sèches, de pâte et de mélanges de farine à partir de farine achetée",2024
311830,Tortilla manufacturing,Fabrication de tortillas,2024
311911,Roasted nut and peanut butter manufacturing,Fabrication de noix grillées et de beurre d'arachides,2024
311919,Other snack food manufacturing,Fabrication d'autres aliments à grignoter,2024
311920,Coffee and tea manufacturing,Fabrication de café et de thé,2024
311930,Flavouring syrup and concentrate manufacturing,Fabrication de sirops et de concentrés aromatisants,2024
311940,Seasoning and dressing manufacturing,Fabrication d'assaisonnements et de vinaigrettes,2024
311990,All other food manufacturing,Fabrication de tous les autres aliments,2024
312110,Soft drink and ice manufacturing,Fabrication de boissons gazeuses et de glace,2024
312120,Breweries,Brasseries,2024
312130,Wineries,Vineries,2024
312140,Distilleries,Distilleries,2024
312210,Tobacco stemming and redrying,Écôtage et resséchage des feuilles de tabac,2024
312220,Tobacco product manufacturing,Fabrication de produits du tabac,2024
312310,Cannabis product manufacturing,Fabrication de produits du cannabis,2024
313110,"Fibre, yarn and thread mills","Usines de fibres, de filés et de fils",2024
313210,Broad-woven fabric mills,Usines de tissus larges,2024
313220,Narrow fabric mills and schiffli machine embroidery,Usines de tissus étroits et de broderies schiffli,2024
313230,Nonwoven fabric mills,Usines de non-tissés,2024
313240,Knit fabric mills,Usines de tricots,2024
313310,Textile and fabric finishing,Finissage de textiles et de tissus,2024
313320,Fabric coating,Revêtement de tissus,2024
314110,Carpet and rug mills,Usines de tapis et de carpettes,2024
314120,Curtain and linen mills,Usines de rideaux et de linge de maison,2024
314910,Textile bag and canvas mills,Usines de sacs en textile et de grosse toile,2024
314990,All other textile product mills,Usines de tous les autres produits textiles,2024
315120,Apparel knitting mills,Usines de tricotage de vêtements,2024
315210,Cut and sew clothing contracting,Fabrication à forfait de vêtements coupés-cousus,2024
315250,Cut and sew apparel manufacturing (except contractors),Fabrication de vêtements coupés-cousus (sauf les entrepreneurs),2024
315990,Clothing accessories and other clothing manufacturing,Fabrication d'accessoires vestimentaires et d'autres vêtements,2024
316110,Leather and hide tanning and finishing,Tannage et finissage du cuir et des peaux,2024
316210,Footwear manufacturing,Fabrication de chaussures,2024
316990,Other leather and allied product manufacturing,Fabrication d'autres produits en cuir et produits analogues,2024
321111,Sawmills (except shingle and shake mills),Scieries (sauf les usines de bardeaux et de bardeaux de fente),2024
321112,Shingle and shake mills,Usines de bardeaux et de bardeaux de fente,2024
321114,Wood preservation,Préservation du bois,2024
321211,Hardwood veneer and plywood mills,Usines de placages et de contreplaqués de feuillus,2024
321212,Softwood veneer and plywood mills,Usines de placages et de contreplaqués de résineux,2024
321215,Structural wood product manufacturing,Fabrication de produits de charpente en bois,2024
321216,Particle board and fibreboard mills,Usines de panneaux de particules et de fibres,2024
321217,Waferboard mills,Usines de panneaux de copeaux,2024
321911,Wood window and door manufacturing,Fabrication de fenêtres et de portes en bois,2024
321919,Other millwork,Fabrication d'autres menuiseries préfabriquées,2024
321920,Wood container and pallet manufacturing,Fabrication de contenants et de palettes en bois,2024
321991,Manufactured (mobile) home manufacturing,Préfabrication de maisons (mobiles),2024
321992,Prefabricated wood building manufacturing,Préfabrication de bâtiments en bois,2024
321999,All other miscellaneous wood product manufacturing,Fabrication de tous les autres produits divers en bois,2024
322111,Mechanical pulp mills,Usines de pâte mécanique,2024
322112,Chemical pulp mills,Usines de pâte chimique,2024
322121,Paper (except newsprint) mills,Usines de papier (sauf le papier journal),2024
322122,Newsprint mills,Usines de papier journal,2024
322130,Paperboard mills,Usines de carton,2024
322211,Corrugated and solid fibre box manufacturing,Fabrication de boîtes en carton ondulé et en carton compact,2024
322212,Folding paperboard box manufacturing,Fabrication de boîtes pliantes en carton,2024
322219,Other paperboard container manufacturing,Fabrication d'autres contenants en carton,2024
322220,Paper bag and coated and treated paper manufacturing,Fabrication de sacs en papier et de papier couché et traité,2024
322230,Stationery product manufacturing,Fabrication d'articles de papeterie,2024
322291,Sanitary paper product manufacturing,Fabrication de produits hygiéniques en papier,2024
322299,All other converted paper product manufacturing,Fabrication de tous les autres produits en papier transformé,2024
323113,Commercial screen printing,Sérigraphie commerciale,2024
323114,Quick printing,Impression instantanée,2024
323115,Digital printing,Impression numérique,2024
323116,Manifold business forms printing,Impression de formulaires commerciaux en liasses,2024
323119,Other printing,Autres activités d'impression,2024
323120,Support activities for printing,Activités de soutien à l'impression,2024
324110,Petroleum refineries,Raffineries de pétrole,2024
324121,Asphalt paving mixture and block manufacturing,Fabrication de mélanges d'asphaltage et de pavés d'asphalte,2024
324122,Asphalt shingle and coating material manufacturing,Fabrication de bardeaux et de matériaux de revêtement en asphalte,2024
324190,Other petroleum and coal product manufacturing,Fabrication d'autres produits du pétrole et du charbon,2024
325110,Petrochemical manufacturing,Fabrication de produits pétrochimiques,2024
325120,Industrial gas manufacturing,Fabrication de gaz industriels,2024
325130,Synthetic dye and pigment manufacturing,Fabrication de teintures et de pigments synthétiques,2024
325181,Alkali and chlorine manufacturing,Fabrication d'alcalis et de chlore,2024
325189,All other basic inorganic chemical manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,2024
325190,Other basic organic chemical manufacturing,Fabrication d'autres produits chimiques organiques de base,2024
325210,Resin and synthetic rubber manufacturing,Fabrication de résines et de caoutchouc synthétique,2024
325220,Artificial and synthetic fibres and filaments manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,2024
325313,Chemical fertilizer (except potash) manufacturing,Fabrication d'engrais chimiques (sauf la potasse),2024
325314,Mixed fertilizer manufacturing,Fabrication d'engrais mixtes,2024
325320,Pesticide and other agricultural chemical manufacturing,Fabrication de pesticides et d'autres produits chimiques agricoles,2024
325410,Pharmaceutical and medicine manufacturing,Fabrication de produits pharmaceutiques et de médicaments,2024
325510,Paint and coating manufacturing,Fabrication de peintures et de revêtements,2024
325520,Adhesive manufacturing,Fabrication d'adhésifs,2024
325610,Soap and cleaning compound manufacturing,Fabrication de savons et d'autres produits nettoyants,2024
325620,Toilet preparation manufacturing,Fabrication de produits de toilette,2024
325910,Printing ink manufacturing,Fabrication d'encre d'imprimerie,2024
325920,Explosives manufacturing,Fabrication d'explosifs,2024
325991,Custom compounding of purchased resins,Compoundage sur commande de résines achetées,2024
325999,All other miscellaneous chemical product manufacturing,Fabrication de tous les autres produits chimiques divers,2024
326111,Plastic bag and pouch manufacturing,Fabrication de sacs et de sachets en plastique,2024
326114,Plastic film and sheet manufacturing,Fabrication de pellicules et de feuilles en plastique,2024
326121,Unlaminated plastic profile shape manufacturing,Fabrication de profilés non stratifiés en plastique,2024
326122,Plastic pipe and pipe fitting manufacturing,Fabrication de tuyaux et de raccords de tuyauterie en plastique,2024
326130,"Laminated plastic plate, sheet (except packaging), and shape manufacturing","Fabrication de plaques, de feuilles (sauf d'emballage) et de formes stratifiées en plastique",2024
326140,Polystyrene foam product manufacturing,Fabrication de produits en mousse de polystyrène,2024
326150,Urethane and other foam product (except polystyrene) manufacturing,Fabrication de produits en mousse d'uréthane et en d'autres mousses plastiques (sauf de polystyrène),2024
326160,Plastic bottle manufacturing,Fabrication de bouteilles en plastique,2024
326191,Plastic plumbing fixture manufacturing,Fabrication d'appareils sanitaires en plastique,2024
326193,Motor vehicle plastic parts manufacturing,Fabrication de pièces en plastique pour véhicules automobiles,2024
326196,Plastic window and door manufacturing,Fabrication de portes et de fenêtres en plastique,2024
326198,All other plastic product manufacturing,Fabrication de tous les autres produits en plastique,2024
326210,Tire manufacturing,Fabrication de pneus,2024
326220,Rubber and plastic hose and belting manufacturing,Fabrication de tuyaux souples et de courroies en caoutchouc et en plastique,2024
326290,Other rubber product manufacturing,Fabrication d'autres produits en caoutchouc,2024
327110,"Pottery, ceramics and plumbing fixture manufacturing","Fabrication de poteries, d'articles en céramique et d'appareils sanitaires",2024
327120,Clay building material and refractory manufacturing,Fabrication de matériaux de construction en argile et de produits réfractaires,2024
327214,Glass manufacturing,Fabrication de verre,2024
327215,Glass product manufacturing from purchased glass,Fabrication de produits en verre à partir de verre acheté,2024
327310,Cement manufacturing,Fabrication de ciment,2024
327320,Ready-mix concrete manufacturing,Fabrication de béton préparé,2024
327330,"Concrete pipe, brick and block manufacturing","Fabrication de tuyaux, briques et blocs en béton",2024
327390,Other concrete product manufacturing,Fabrication d'autres produits en béton,2024
327410,Lime manufacturing,Fabrication de chaux,2024
327420,Gypsum product manufacturing,Fabrication de produits en gypse,2024
327910,Abrasive product manufacturing,Fabrication de produits abrasifs,2024
327990,All other non-metallic mineral product manufacturing,Fabrication de tous les autres produits minéraux non métalliques,2024
331110,Iron and steel mills and ferro-alloy manufacturing,Sidérurgie,2024
331210,Iron and steel pipes and tubes manufacturing from purchased steel,Fabrication de tubes et de tuyaux en fer et en acier à partir d'acier acheté,2024
331221,Cold-rolled steel shape manufacturing,Fabrication de formes en acier laminé à froid,2024
331222,Steel wire drawing,Étirage de fils d'acier,2024
331313,Primary production of alumina and aluminum,Production primaire d'alumine et d'aluminium,2024
331317,"Aluminum rolling, drawing, extruding and alloying","Laminage, étirage, extrusion et alliage de l'aluminium",2024
331410,Non-ferrous metal (except aluminum) smelting and refining,Fonte et affinage de métaux non ferreux (sauf l'aluminium),2024
331420,"Copper rolling, drawing, extruding and alloying","Laminage, étirage, extrusion et alliage du cuivre",2024
331490,"Non-ferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying","Laminage, étirage, extrusion et alliage de métaux non ferreux (sauf le cuivre et l'aluminium)",2024
331511,Iron foundries,Fonderies de fer,2024
331514,Steel foundries,Fonderies d'acier,2024
331523,Non-ferrous metal die-casting foundries,"Fonderies de métaux non ferreux, moulage sous pression",2024
331529,Non-ferrous metal foundries (except die-casting),Fonderies de métaux non ferreux (sauf moulage sous pression),2024
332113,Forging,Forgeage,2024
332118,Stamping,Estampage,2024
332210,Cutlery and hand tool manufacturing,Fabrication de coutellerie et d'outils à main,2024
332311,Prefabricated metal building and component manufacturing,Préfabrication de bâtiments en métal et de leurs composants,2024
332314,Concrete reinforcing bar manufacturing,Fabrication de barres pour béton armé,2024
332319,Other plate work and fabricated structural product manufacturing,Fabrication d'autres tôles fortes et éléments de charpentes,2024
