node_id,source_code,parent_code,label,definition,path_string,comparator_class_type,default_offer_template
CA_NAPCS_2022_1111411,1111411,111141,Sheep and lambs,Live sheep and lambs.,"Live animals / Other live animals / Sheep, lambs and goats / Sheep and lambs",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111412,1111412,111141,Goats,Live goats.,"Live animals / Other live animals / Sheep, lambs and goats / Goats",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111421,1111421,111142,Fur-bearing animals,Live fur-bearing animals.,Live animals / Other live animals / Fur-bearing animals / Fur-bearing animals,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111431,1111431,111143,Other live animals for meat and for hair,Other live animals for meat and for hair.,Live animals / Other live animals / Other miscellaneous live animals / Other live animals for meat and for hair,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111432,1111432,111143,Pets and laboratory animals,Live pets and laboratory animals.,Live animals / Other live animals / Other miscellaneous live animals / Pets and laboratory animals,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111433,1111433,111143,Bees and pollinating insects,Live bees and pollinating insects.,Live animals / Other live animals / Other miscellaneous live animals / Bees and pollinating insects,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111434,1111434,111143,"Other live animals, n.e.c.","Other live animals, n.e.c.","Live animals / Other live animals / Other miscellaneous live animals / Other live animals, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111435,1111435,111143,Semen,"Live semen, frozen or fresh.",Live animals / Other live animals / Other miscellaneous live animals / Semen,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1111436,1111436,111143,Animal embryos,"Live animal embryos, frozen or fresh.",Live animals / Other live animals / Other miscellaneous live animals / Animal embryos,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1121111,1121111,112111,Wheat (except durum wheat),"All the varieties of unmilled wheat, except durum wheat.",Wheat / Wheat / Wheat / Wheat (except durum wheat),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1121112,1121112,112111,Durum wheat,Unmilled durum wheat.,Wheat / Wheat / Wheat / Durum wheat,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1131111,1131111,113111,Canola,"Canola, except rapeseed.",Canola (including rapeseed) / Canola (including rapeseed) / Canola (including rapeseed) / Canola,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1131112,1131112,113111,Rapeseed (except canola),"Rapeseed, except canola.",Canola (including rapeseed) / Canola (including rapeseed) / Canola (including rapeseed) / Rapeseed (except canola),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141111,1141111,114111,Fresh strawberries,Fresh strawberries.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh berries / Fresh strawberries",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141112,1141112,114111,Fresh raspberries,Fresh raspberries.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh berries / Fresh raspberries",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141113,1141113,114111,Fresh cranberries,Fresh cranberries.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh berries / Fresh cranberries",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141114,1141114,114111,Fresh blueberries,Fresh blueberries.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh berries / Fresh blueberries",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141115,1141115,114111,Other fresh berries,Other fresh berries.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh berries / Other fresh berries",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141121,1141121,114112,Fresh oranges,Fresh oranges.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh citrus fruit / Fresh oranges",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141122,1141122,114112,Other fresh citrus fruit,Other fresh citrus fruit.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh citrus fruit / Other fresh citrus fruit",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141131,1141131,114113,Fresh bananas,Fresh bananas.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh tropical and semitropical fruit (except citrus fruit) / Fresh bananas",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141132,1141132,114113,Fresh pineapples,Fresh pineapples.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh tropical and semitropical fruit (except citrus fruit) / Fresh pineapples",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141133,1141133,114113,Fresh olives,Fresh olives.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh tropical and semitropical fruit (except citrus fruit) / Fresh olives",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141134,1141134,114113,Other fresh tropical and semitropical fruit,Other fresh tropical and semitropical fruit.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Fresh tropical and semitropical fruit (except citrus fruit) / Other fresh tropical and semitropical fruit",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141141,1141141,114114,Fresh apples,Fresh apples.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Fresh apples",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141142,1141142,114114,Fresh pears,Fresh pears.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Fresh pears",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141143,1141143,114114,Fresh plums and prune plums,Fresh plums and prune plums.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Fresh plums and prune plums",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141144,1141144,114114,"Fresh peaches, nectarines and apricots","Fresh peaches, nectarines and apricots.","Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Fresh peaches, nectarines and apricots",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141145,1141145,114114,Fresh cherries,Fresh cherries.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Fresh cherries",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141146,1141146,114114,Other fresh pome and stone fruit,Other fresh pome and stone fruit.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Other fresh pome and stone fruit",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141147,1141147,114114,Fresh grapes,Fresh grapes.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Fresh grapes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141148,1141148,114114,"Other fresh fruit, n.e.c.","Other fresh fruit, n.e.c.","Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Other fresh fruit / Other fresh fruit, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141151,1141151,114115,Peanuts,Peanuts shelled or in shell.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Nuts / Peanuts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141152,1141152,114115,Hazelnuts,Hazelnuts shelled or in shell.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Nuts / Hazelnuts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1141153,1141153,114115,Other nuts,"Nuts shelled or in shell, other than peanuts and hazelnuts.","Fresh fruit, nuts and vegetables, and pulse crops / Fresh fruit and nuts / Nuts / Other nuts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142111,1142111,114211,Fresh potatoes for table consumption,Fresh potatoes for table consumption.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh potatoes / Fresh potatoes / Fresh potatoes for table consumption",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142112,1142112,114211,Fresh potatoes for processing,Fresh potatoes for processing.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh potatoes / Fresh potatoes / Fresh potatoes for processing",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142113,1142113,114211,Fresh potatoes for seed,Fresh potatoes for seed.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh potatoes / Fresh potatoes / Fresh potatoes for seed",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142211,1142211,114221,Fresh root type vegetables,Fresh root type vegetables.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Fresh root type vegetables",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142212,1142212,114221,Fresh bulb type vegetables,Fresh bulb type vegetables.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Fresh bulb type vegetables",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142213,1142213,114221,Fresh leaf and stem type vegetables,Fresh leaf and stem type vegetables.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Fresh leaf and stem type vegetables",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142214,1142214,114221,Fresh melons,Fresh melons.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Fresh melons",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142215,1142215,114221,Fresh fruit type vegetables (except melons),"Fresh fruit type vegetables, except melons.","Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Fresh fruit type vegetables (except melons)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142216,1142216,114221,Green leguminous vegetables,"Fresh leguminous and gramineous plants or seed type vegetables (pod vegetable), harvested while green for their green grains or for their green pods, mainly for human consumption.","Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Green leguminous vegetables",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142217,1142217,114221,Fresh mushrooms (including truffles),Fresh mushrooms and truffles.,"Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Fresh mushrooms (including truffles)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1142218,1142218,114221,"Other fresh vegetables, n.e.c.","Other fresh vegetables, n.e.c.","Fresh fruit, nuts and vegetables, and pulse crops / Fresh vegetables (except potatoes and pulse crops) / Fresh vegetables (except potatoes and pulse crops) / Other fresh vegetables, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143111,1143111,114311,"Chickpeas, Desi","Chickpeas, Desi.","Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Chickpeas / Chickpeas, Desi",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143112,1143112,114311,"Chickpeas, Kabuli","Chickpeas, Kabuli.","Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Chickpeas / Chickpeas, Kabuli",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143113,1143113,114311,Other chickpeas,Other chickpeas.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Chickpeas / Other chickpeas",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143121,1143121,114312,Large green lentils,Large green lentils.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Lentils / Large green lentils",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143122,1143122,114312,Red lentils,Red lentils.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Lentils / Red lentils",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143123,1143123,114312,Small green lentils,Small green lentils.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Lentils / Small green lentils",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143124,1143124,114312,Other lentils,Other lentils.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Lentils / Other lentils",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143131,1143131,114313,Dry white beans,Dry white beans.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Dry beans / Dry white beans",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143132,1143132,114313,Dry coloured beans,Dry coloured beans.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Dry beans / Dry coloured beans",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143141,1143141,114314,Yellow dry peas,Yellow dry peas.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Dry peas / Yellow dry peas",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143142,1143142,114314,Green dry peas,Green dry peas.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Dry peas / Green dry peas",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143143,1143143,114314,Other dry peas,Other dry peas.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Dry peas / Other dry peas",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143151,1143151,114315,Faba beans,Faba beans.,"Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Other pulse crops / Faba beans",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1143152,1143152,114315,"Other pulse crops, n.e.c.","Other pulse crops, n.e.c.","Fresh fruit, nuts and vegetables, and pulse crops / Pulse crops (except soybeans) / Other pulse crops / Other pulse crops, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151111,1151111,115111,Corn for grain,Unmilled corn for grain.,Other crop products / Grains (except wheat) / Corn for grain / Corn for grain,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151121,1151121,115112,Unmilled rice,Unmilled rice.,Other crop products / Grains (except wheat) / Unmilled rice / Unmilled rice,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151131,1151131,115113,Oats,"Unmilled oats, hulless and unhulled.",Other crop products / Grains (except wheat) / Oats / Oats,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151141,1151141,115114,Barley,"Unmilled barley, hulless and unhulled.",Other crop products / Grains (except wheat) / Barley / Barley,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151151,1151151,115115,Mixed grain,Unmilled mixed cereal grain.,"Other crop products / Grains (except wheat) / Other grains, n.e.c. / Mixed grain",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151152,1151152,115115,Rye,Unmilled rye.,"Other crop products / Grains (except wheat) / Other grains, n.e.c. / Rye",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151153,1151153,115115,Triticale,Unmilled triticale.,"Other crop products / Grains (except wheat) / Other grains, n.e.c. / Triticale",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151154,1151154,115115,Wild rice,Unmilled wild rice.,"Other crop products / Grains (except wheat) / Other grains, n.e.c. / Wild rice",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151155,1151155,115115,Other miscellaneous grains,Other miscellaneous unmilled grains.,"Other crop products / Grains (except wheat) / Other grains, n.e.c. / Other miscellaneous grains",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151211,1151211,115121,Soybeans,Unprocessed soybeans.,Other crop products / Oilseeds (except canola) / Soybeans / Soybeans,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151221,1151221,115122,Flaxseed,Unprocessed flaxseed.,Other crop products / Oilseeds (except canola) / Oilseeds (except canola and soybeans) / Flaxseed,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151222,1151222,115122,Solin,Unprocessed solin.,Other crop products / Oilseeds (except canola) / Oilseeds (except canola and soybeans) / Solin,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151223,1151223,115122,Sunflower seeds,Unprocessed sunflower seeds.,Other crop products / Oilseeds (except canola) / Oilseeds (except canola and soybeans) / Sunflower seeds,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151224,1151224,115122,Other oilseeds,Other unprocessed oilseeds.,Other crop products / Oilseeds (except canola) / Oilseeds (except canola and soybeans) / Other oilseeds,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151311,1151311,115131,Unstemmed leaf tobacco,Unstemmed leaf tobacco.,Other crop products / Other miscellaneous crop products / Unstemmed leaf tobacco / Unstemmed leaf tobacco,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151321,1151321,115132,Sugar cane,Sugar cane.,Other crop products / Other miscellaneous crop products / Sugar cane and sugar beets / Sugar cane,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151322,1151322,115132,Sugar beets,Sugar beets.,Other crop products / Other miscellaneous crop products / Sugar cane and sugar beets / Sugar beets,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151331,1151331,115133,Raw tea,"Raw tea, except packaged and prepared.",Other crop products / Other miscellaneous crop products / Raw tea / Raw tea,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151341,1151341,115134,Cocoa beans,Cocoa beans.,Other crop products / Other miscellaneous crop products / Cocoa beans / Cocoa beans,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151351,1151351,115135,Green coffee beans,Green coffee beans.,Other crop products / Other miscellaneous crop products / Green coffee beans / Green coffee beans,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151361,1151361,115136,Maple syrup,Maple syrup.,Other crop products / Other miscellaneous crop products / Maple syrup and other maple products / Maple syrup,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151362,1151362,115136,Maple butter,Maple butter.,Other crop products / Other miscellaneous crop products / Maple syrup and other maple products / Maple butter,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151363,1151363,115136,Maple sugar,Maple sugar.,Other crop products / Other miscellaneous crop products / Maple syrup and other maple products / Maple sugar,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151364,1151364,115136,Maple taffy,Maple taffy.,Other crop products / Other miscellaneous crop products / Maple syrup and other maple products / Maple taffy,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151365,1151365,115136,"Other maple products, n.e.c.","Other maple products, n.e.c.","Other crop products / Other miscellaneous crop products / Maple syrup and other maple products / Other maple products, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151371,1151371,115137,Raw cotton,Raw cotton.,Other crop products / Other miscellaneous crop products / Raw cotton / Raw cotton,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151381,1151381,115138,"Hay, forage seeds and grass seeds","Hay, forage seeds and grass seeds.","Other crop products / Other miscellaneous crop products / Hay and forage / Hay, forage seeds and grass seeds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151382,1151382,115138,Corn for silage,Corn for silage.,Other crop products / Other miscellaneous crop products / Hay and forage / Corn for silage,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151383,1151383,115138,Unworked straw,Unworked straw.,Other crop products / Other miscellaneous crop products / Hay and forage / Unworked straw,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151384,1151384,115138,"Other forage, n.e.c.","Other forage, n.e.c.","Other crop products / Other miscellaneous crop products / Hay and forage / Other forage, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151391,1151391,115139,Hops,Hops.,"Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Hops",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151392,1151392,115139,Natural vegetable fibres,Natural vegetable fibres.,"Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Natural vegetable fibres",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151393,1151393,115139,Medicinal plants (except cannabis),"Medicinal plants, except cannabis.","Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Medicinal plants (except cannabis)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151394,1151394,115139,Mustard seeds,Unprocessed mustard seeds.,"Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Mustard seeds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151395,1151395,115139,Other spice seeds,Other spice seeds.,"Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Other spice seeds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151396,1151396,115139,Vegetal gums,"Vegetal gums, resins, gum-resins and oleoresins.","Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Vegetal gums",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151397,1151397,115139,Other crude vegetable materials,Other crude vegetable materials.,"Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Other crude vegetable materials",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151398,1151398,115139,"Seeds for planting (except potato, flower, shrub and tree seeds)","Seeds for planting, except potato, flower, shrub and tree seeds.","Other crop products / Other miscellaneous crop products / Other miscellaneous crop products, n.e.c. / Seeds for planting (except potato, flower, shrub and tree seeds)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151411,1151411,115141,Flower seeds,Flower seeds and dormant bulbs.,"Other crop products / Floriculture and nursery products, and sod / Seeds of flowers, shrubs and trees / Flower seeds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151412,1151412,115141,Shrub seeds,Shrub seeds.,"Other crop products / Floriculture and nursery products, and sod / Seeds of flowers, shrubs and trees / Shrub seeds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151413,1151413,115141,Tree seeds,Tree seeds.,"Other crop products / Floriculture and nursery products, and sod / Seeds of flowers, shrubs and trees / Tree seeds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151421,1151421,115142,Christmas trees,Natural Christmas trees.,"Other crop products / Floriculture and nursery products, and sod / Christmas trees / Christmas trees",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151431,1151431,115143,Indoor potted plants,Indoor potted plants.,"Other crop products / Floriculture and nursery products, and sod / Floriculture products (except seeds) / Indoor potted plants",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151432,1151432,115143,Outdoor potted plants,Outdoor potted plants.,"Other crop products / Floriculture and nursery products, and sod / Floriculture products (except seeds) / Outdoor potted plants",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151433,1151433,115143,Cuttings,Cuttings.,"Other crop products / Floriculture and nursery products, and sod / Floriculture products (except seeds) / Cuttings",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151434,1151434,115143,Bedding plants,Bedding plants.,"Other crop products / Floriculture and nursery products, and sod / Floriculture products (except seeds) / Bedding plants",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151435,1151435,115143,Cut flowers,Cut flowers.,"Other crop products / Floriculture and nursery products, and sod / Floriculture products (except seeds) / Cut flowers",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151441,1151441,115144,Trees,Trees.,"Other crop products / Floriculture and nursery products, and sod / Nursery products (except seeds) / Trees",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151442,1151442,115144,Shrubs,Shrubs.,"Other crop products / Floriculture and nursery products, and sod / Nursery products (except seeds) / Shrubs",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151443,1151443,115144,Vines,Vines.,"Other crop products / Floriculture and nursery products, and sod / Nursery products (except seeds) / Vines",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151444,1151444,115144,Small fruit bushes,Small fruit bushes.,"Other crop products / Floriculture and nursery products, and sod / Nursery products (except seeds) / Small fruit bushes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151445,1151445,115144,Tree seedlings,Tree seedlings.,"Other crop products / Floriculture and nursery products, and sod / Nursery products (except seeds) / Tree seedlings",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151446,1151446,115144,"Other nursery trees and plants, n.e.c.","Other nursery trees and plants, n.e.c.","Other crop products / Floriculture and nursery products, and sod / Nursery products (except seeds) / Other nursery trees and plants, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1151451,1151451,115145,Sod,"Sod, natural.","Other crop products / Floriculture and nursery products, and sod / Sod / Sod",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161111,1161111,116111,Eggs in shell for consumption,Eggs in shell for consumption.,Other animal products / Eggs in shell / Eggs in shell / Eggs in shell for consumption,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161112,1161112,116111,Eggs in shell for hatcheries,Fertilized eggs in shell for hatcheries.,Other animal products / Eggs in shell / Eggs in shell / Eggs in shell for hatcheries,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161113,1161113,116111,"Eggs in shell, leakers and rejects","Eggs in shell, leakers and rejects.","Other animal products / Eggs in shell / Eggs in shell / Eggs in shell, leakers and rejects",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161211,1161211,116121,Unprocessed milk,Unprocessed milk.,Other animal products / Unprocessed milk / Unprocessed milk / Unprocessed milk,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161311,1161311,116131,Raw furskins,Raw furskins.,"Other animal products / Raw furskins, and animal products n.e.c. / Raw furskins / Raw furskins",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161321,1161321,116132,Raw wool,"Raw wool, not carded nor combed.","Other animal products / Raw furskins, and animal products n.e.c. / Raw wool and animal hair / Raw wool",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161322,1161322,116132,Raw animal hair,"Raw animal hair, not carded nor combed.","Other animal products / Raw furskins, and animal products n.e.c. / Raw wool and animal hair / Raw animal hair",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161331,1161331,116133,Natural honey,"Natural unprocessed (raw) honey made by bees, and bee-collected pollen.","Other animal products / Raw furskins, and animal products n.e.c. / Natural honey / Natural honey",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1161341,1161341,116134,Pregnant mare urine,Pregnant mare urine.,"Other animal products / Raw furskins, and animal products n.e.c. / Pregnant mare urine / Pregnant mare urine",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1211111,1211111,121111,Live fish,Live fish.,"Fish, crustaceans, shellfish and other fishery products / Fish, crustaceans, shellfish and other fishery products / Live fish, crustaceans and shellfish / Live fish",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1211112,1211112,121111,Live roe,Live roe.,"Fish, crustaceans, shellfish and other fishery products / Fish, crustaceans, shellfish and other fishery products / Live fish, crustaceans and shellfish / Live roe",ExternalProductDetail,BaseComparableOffer
